dataset,cancer,gene,group_a,group_b,mean_a,mean_b,log2FC,t_stat,p_value,n_a,n_b
GSE143630,ccRCC,IGHVII-33-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-40-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-44-2,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-46-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-49-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-51-2,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-53-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-60-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-62-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-65-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-67-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-74-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVII-78-1,ccRCC_StageI,ccRCC_StageII,0.1077,0.0,-26.6825,1.4072,0.172732,24,20
GSE143630,ccRCC,IGHVIII-11-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-13-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-2-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-22-2,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-25-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-26-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-38-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-44,ccRCC_StageI,ccRCC_StageII,0.2327,0.05,-2.2185,1.4644,0.153065,24,20
GSE143630,ccRCC,IGHVIII-47-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-5-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-5-2,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-51-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-67-2,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-67-3,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-67-4,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-76-1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIII-82,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGHVIV-44-1,ccRCC_StageI,ccRCC_StageII,0.0417,0.0,-25.3124,1.0,0.327716,24,20
GSE143630,ccRCC,IGIP,ccRCC_StageI,ccRCC_StageII,6.7738,6.389,-0.0844,0.9002,0.376294,24,20
GSE143630,ccRCC,IGJP1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKC,ccRCC_StageI,ccRCC_StageII,12.9922,14.2393,0.1322,-1.356,0.182965,24,20
GSE143630,ccRCC,IGKJ1,ccRCC_StageI,ccRCC_StageII,2.5351,4.0858,0.6886,-1.9163,0.062679,24,20
GSE143630,ccRCC,IGKJ2,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKJ3,ccRCC_StageI,ccRCC_StageII,1.6094,2.3218,0.5287,-0.948,0.350385,24,20
GSE143630,ccRCC,IGKJ4,ccRCC_StageI,ccRCC_StageII,3.5316,4.7527,0.4284,-1.2215,0.229778,24,20
GSE143630,ccRCC,IGKJ5,ccRCC_StageI,ccRCC_StageII,1.6487,3.4673,1.0725,-2.4639,0.01896,24,20
GSE143630,ccRCC,IGKV1-12,ccRCC_StageI,ccRCC_StageII,6.6078,7.0069,0.0846,-0.3459,0.731247,24,20
GSE143630,ccRCC,IGKV1-13,ccRCC_StageI,ccRCC_StageII,0.9781,1.1779,0.2681,-0.3363,0.738492,24,20
GSE143630,ccRCC,IGKV1-16,ccRCC_StageI,ccRCC_StageII,7.0691,7.1856,0.0236,-0.1046,0.917362,24,20
GSE143630,ccRCC,IGKV1-17,ccRCC_StageI,ccRCC_StageII,7.0372,8.3442,0.2458,-1.1421,0.26016,24,20
GSE143630,ccRCC,IGKV1-22,ccRCC_StageI,ccRCC_StageII,0.2663,0.2904,0.1246,-0.1028,0.918603,24,20
GSE143630,ccRCC,IGKV1-27,ccRCC_StageI,ccRCC_StageII,6.5726,7.6433,0.2177,-0.8913,0.380113,24,20
GSE143630,ccRCC,IGKV1-32,ccRCC_StageI,ccRCC_StageII,0.5831,0.2404,-1.2785,1.0546,0.298954,24,20
GSE143630,ccRCC,IGKV1-33,ccRCC_StageI,ccRCC_StageII,0.2691,0.385,0.5166,-0.3512,0.72755,24,20
GSE143630,ccRCC,IGKV1-35,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV1-37,ccRCC_StageI,ccRCC_StageII,0.0417,0.0,-25.3124,1.0,0.327716,24,20
GSE143630,ccRCC,IGKV1-39,ccRCC_StageI,ccRCC_StageII,0.672,1.1066,0.7197,-0.7528,0.456412,24,20
GSE143630,ccRCC,IGKV1-5,ccRCC_StageI,ccRCC_StageII,9.7031,10.9297,0.1717,-1.2052,0.235563,24,20
GSE143630,ccRCC,IGKV1-6,ccRCC_StageI,ccRCC_StageII,6.9457,7.1465,0.0411,-0.1751,0.86202,24,20
GSE143630,ccRCC,IGKV1-8,ccRCC_StageI,ccRCC_StageII,4.6716,4.5087,-0.0512,0.1735,0.863158,24,20
GSE143630,ccRCC,IGKV1-9,ccRCC_StageI,ccRCC_StageII,7.9078,8.9183,0.1735,-1.032,0.308449,24,20
GSE143630,ccRCC,IGKV1D-12,ccRCC_StageI,ccRCC_StageII,4.4634,4.9294,0.1433,-0.4732,0.638509,24,20
GSE143630,ccRCC,IGKV1D-13,ccRCC_StageI,ccRCC_StageII,3.728,4.6997,0.3342,-0.7761,0.442758,24,20
GSE143630,ccRCC,IGKV1D-16,ccRCC_StageI,ccRCC_StageII,3.4738,3.988,0.1992,-0.5133,0.61073,24,20
GSE143630,ccRCC,IGKV1D-17,ccRCC_StageI,ccRCC_StageII,2.5128,4.1054,0.7082,-1.3839,0.176214,24,20
GSE143630,ccRCC,IGKV1D-22,ccRCC_StageI,ccRCC_StageII,0.433,0.2453,-0.8196,0.7174,0.477327,24,20
GSE143630,ccRCC,IGKV1D-27,ccRCC_StageI,ccRCC_StageII,1.2725,2.4534,0.9471,-1.2908,0.206817,24,20
GSE143630,ccRCC,IGKV1D-32,ccRCC_StageI,ccRCC_StageII,0.485,0.6085,0.3272,-0.305,0.762077,24,20
GSE143630,ccRCC,IGKV1D-33,ccRCC_StageI,ccRCC_StageII,0.5453,0.6604,0.2762,-0.2546,0.800326,24,20
GSE143630,ccRCC,IGKV1D-35,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV1D-37,ccRCC_StageI,ccRCC_StageII,0.0833,0.05,-0.737,0.4369,0.664435,24,20
GSE143630,ccRCC,IGKV1D-39,ccRCC_StageI,ccRCC_StageII,0.5679,0.5629,-0.0128,0.0116,0.990836,24,20
GSE143630,ccRCC,IGKV1D-42,ccRCC_StageI,ccRCC_StageII,2.3293,3.1029,0.4138,-0.8163,0.419416,24,20
GSE143630,ccRCC,IGKV1D-43,ccRCC_StageI,ccRCC_StageII,2.8493,3.3947,0.2526,-0.545,0.588865,24,20
GSE143630,ccRCC,IGKV1D-8,ccRCC_StageI,ccRCC_StageII,4.9925,5.2345,0.0683,-0.2465,0.806669,24,20
GSE143630,ccRCC,IGKV1OR-2,ccRCC_StageI,ccRCC_StageII,5.0991,4.5503,-0.1643,0.686,0.497794,24,20
GSE143630,ccRCC,IGKV1OR-3,ccRCC_StageI,ccRCC_StageII,0.1959,0.1292,-0.5996,0.3649,0.717308,24,20
GSE143630,ccRCC,IGKV1OR1-1,ccRCC_StageI,ccRCC_StageII,0.7452,0.4761,-0.6464,0.635,0.529205,24,20
GSE143630,ccRCC,IGKV1OR10-1,ccRCC_StageI,ccRCC_StageII,1.4526,1.1238,-0.3702,0.5417,0.591145,24,20
GSE143630,ccRCC,IGKV1OR2-1,ccRCC_StageI,ccRCC_StageII,0.5756,0.3022,-0.9294,0.8501,0.400103,24,20
GSE143630,ccRCC,IGKV1OR2-108,ccRCC_StageI,ccRCC_StageII,4.3401,4.8619,0.1638,-0.6648,0.510541,24,20
GSE143630,ccRCC,IGKV1OR2-11,ccRCC_StageI,ccRCC_StageII,0.972,0.7541,-0.3662,0.3861,0.701378,24,20
GSE143630,ccRCC,IGKV1OR2-118,ccRCC_StageI,ccRCC_StageII,1.7353,0.8869,-0.9683,1.6668,0.102999,24,20
GSE143630,ccRCC,IGKV1OR2-2,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV1OR2-3,ccRCC_StageI,ccRCC_StageII,0.9212,0.8389,-0.135,0.1771,0.860307,24,20
GSE143630,ccRCC,IGKV1OR2-6,ccRCC_StageI,ccRCC_StageII,1.3587,1.2141,-0.1623,0.235,0.815543,24,20
GSE143630,ccRCC,IGKV1OR2-9,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV1OR22-1,ccRCC_StageI,ccRCC_StageII,2.1048,2.319,0.1398,-0.2535,0.801115,24,20
GSE143630,ccRCC,IGKV1OR22-5,ccRCC_StageI,ccRCC_StageII,2.5104,2.4127,-0.0572,0.1318,0.895904,24,20
GSE143630,ccRCC,IGKV1OR9-1,ccRCC_StageI,ccRCC_StageII,1.1352,0.9582,-0.2446,0.3141,0.755003,24,20
GSE143630,ccRCC,IGKV1OR9-2,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2-10,ccRCC_StageI,ccRCC_StageII,0.1077,0.0792,-0.4427,0.2128,0.832537,24,20
GSE143630,ccRCC,IGKV2-14,ccRCC_StageI,ccRCC_StageII,0.0833,0.0792,-0.0725,0.0355,0.971831,24,20
GSE143630,ccRCC,IGKV2-18,ccRCC_StageI,ccRCC_StageII,0.8661,1.126,0.3786,-0.4726,0.639249,24,20
GSE143630,ccRCC,IGKV2-19,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2-23,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2-24,ccRCC_StageI,ccRCC_StageII,5.5845,5.8743,0.073,-0.3217,0.749588,24,20
GSE143630,ccRCC,IGKV2-26,ccRCC_StageI,ccRCC_StageII,1.821,1.5948,-0.1914,0.2802,0.780749,24,20
GSE143630,ccRCC,IGKV2-28,ccRCC_StageI,ccRCC_StageII,0.1737,0.5485,1.6585,-0.931,0.361165,24,20
GSE143630,ccRCC,IGKV2-29,ccRCC_StageI,ccRCC_StageII,3.1925,3.6268,0.184,-0.3871,0.7007,24,20
GSE143630,ccRCC,IGKV2-30,ccRCC_StageI,ccRCC_StageII,5.0674,6.3212,0.319,-1.2498,0.220208,24,20
GSE143630,ccRCC,IGKV2-36,ccRCC_StageI,ccRCC_StageII,0.066,0.0,-25.9768,1.0,0.327716,24,20
GSE143630,ccRCC,IGKV2-38,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2-4,ccRCC_StageI,ccRCC_StageII,1.2318,1.4231,0.2083,-0.308,0.759628,24,20
GSE143630,ccRCC,IGKV2-40,ccRCC_StageI,ccRCC_StageII,0.0417,0.0,-25.3124,1.0,0.327716,24,20
GSE143630,ccRCC,IGKV2D-10,ccRCC_StageI,ccRCC_StageII,0.066,0.0,-25.9768,1.0,0.327716,24,20
GSE143630,ccRCC,IGKV2D-14,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2D-18,ccRCC_StageI,ccRCC_StageII,0.8151,0.8493,0.0593,-0.0702,0.944457,24,20
GSE143630,ccRCC,IGKV2D-19,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2D-23,ccRCC_StageI,ccRCC_StageII,0.0417,0.0,-25.3124,1.0,0.327716,24,20
GSE143630,ccRCC,IGKV2D-24,ccRCC_StageI,ccRCC_StageII,1.9823,2.2829,0.2038,-0.438,0.664621,24,20
GSE143630,ccRCC,IGKV2D-26,ccRCC_StageI,ccRCC_StageII,0.4713,0.8379,0.8301,-0.8043,0.426039,24,20
GSE143630,ccRCC,IGKV2D-28,ccRCC_StageI,ccRCC_StageII,0.1586,0.2953,0.8966,-0.4946,0.624745,24,20
GSE143630,ccRCC,IGKV2D-29,ccRCC_StageI,ccRCC_StageII,3.9287,4.0979,0.0608,-0.1661,0.868875,24,20
GSE143630,ccRCC,IGKV2D-30,ccRCC_StageI,ccRCC_StageII,1.3251,2.074,0.6463,-1.1042,0.277511,24,20
GSE143630,ccRCC,IGKV2D-36,ccRCC_StageI,ccRCC_StageII,0.0417,0.0,-25.3124,1.0,0.327716,24,20
GSE143630,ccRCC,IGKV2D-38,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2D-40,ccRCC_StageI,ccRCC_StageII,2.7977,3.7063,0.4057,-0.7632,0.450784,24,20
GSE143630,ccRCC,IGKV2OR2-1,ccRCC_StageI,ccRCC_StageII,0.5418,0.5221,-0.0533,0.0543,0.956997,24,20
GSE143630,ccRCC,IGKV2OR2-10,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2OR2-2,ccRCC_StageI,ccRCC_StageII,0.191,0.05,-1.9339,0.9559,0.347069,24,20
GSE143630,ccRCC,IGKV2OR2-7,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2OR2-7D,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2OR2-8,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV2OR22-3,ccRCC_StageI,ccRCC_StageII,0.7437,0.8841,0.2494,-0.2498,0.804197,24,20
GSE143630,ccRCC,IGKV2OR22-4,ccRCC_StageI,ccRCC_StageII,2.0045,2.8017,0.483,-1.0137,0.317765,24,20
GSE143630,ccRCC,IGKV3-11,ccRCC_StageI,ccRCC_StageII,8.2555,9.0321,0.1297,-0.7845,0.437977,24,20
GSE143630,ccRCC,IGKV3-15,ccRCC_StageI,ccRCC_StageII,6.1862,7.4996,0.2778,-1.2675,0.213472,24,20
GSE143630,ccRCC,IGKV3-20,ccRCC_StageI,ccRCC_StageII,8.6792,9.5411,0.1366,-0.8072,0.424785,24,20
GSE143630,ccRCC,IGKV3-25,ccRCC_StageI,ccRCC_StageII,0.0417,0.0,-25.3124,1.0,0.327716,24,20
GSE143630,ccRCC,IGKV3-31,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV3-34,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV3-7,ccRCC_StageI,ccRCC_StageII,3.0796,3.9945,0.3753,-0.942,0.352745,24,20
GSE143630,ccRCC,IGKV3D-11,ccRCC_StageI,ccRCC_StageII,4.1515,4.4934,0.1142,-0.357,0.723138,24,20
GSE143630,ccRCC,IGKV3D-15,ccRCC_StageI,ccRCC_StageII,2.7749,4.2189,0.6044,-1.4924,0.143783,24,20
GSE143630,ccRCC,IGKV3D-20,ccRCC_StageI,ccRCC_StageII,4.6065,4.9646,0.108,-0.3521,0.726811,24,20
GSE143630,ccRCC,IGKV3D-25,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV3D-31,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV3D-34,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV3D-7,ccRCC_StageI,ccRCC_StageII,0.0417,0.0,-25.3124,1.0,0.327716,24,20
GSE143630,ccRCC,IGKV3OR2-268,ccRCC_StageI,ccRCC_StageII,2.8723,2.4913,-0.2053,0.4686,0.641817,24,20
GSE143630,ccRCC,IGKV3OR2-5,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV3OR22-2,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGKV4-1,ccRCC_StageI,ccRCC_StageII,7.364,7.494,0.0253,-0.1285,0.898508,24,20
GSE143630,ccRCC,IGKV5-2,ccRCC_StageI,ccRCC_StageII,2.4584,2.6916,0.1307,-0.2623,0.794434,24,20
GSE143630,ccRCC,IGKV6-21,ccRCC_StageI,ccRCC_StageII,2.8022,3.6853,0.3952,-0.9346,0.355626,24,20
GSE143630,ccRCC,IGKV6D-21,ccRCC_StageI,ccRCC_StageII,1.5403,1.8037,0.2278,-0.3717,0.712062,24,20
GSE143630,ccRCC,IGKV6D-41,ccRCC_StageI,ccRCC_StageII,0.4729,0.3953,-0.2585,0.2262,0.822209,24,20
GSE143630,ccRCC,IGKV7-3,ccRCC_StageI,ccRCC_StageII,0.0417,0.0,-25.3124,1.0,0.327716,24,20
GSE143630,ccRCC,IGLC1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGLC2,ccRCC_StageI,ccRCC_StageII,9.6765,11.3298,0.2276,-1.3509,0.18407,24,20
GSE143630,ccRCC,IGLC3,ccRCC_StageI,ccRCC_StageII,9.7484,11.3121,0.2146,-1.3301,0.191311,24,20
GSE143630,ccRCC,IGLC4,ccRCC_StageI,ccRCC_StageII,0.3955,0.5129,0.3749,-0.3045,0.762611,24,20
GSE143630,ccRCC,IGLC5,ccRCC_StageI,ccRCC_StageII,1.55,1.435,-0.1113,0.1781,0.859594,24,20
GSE143630,ccRCC,IGLC6,ccRCC_StageI,ccRCC_StageII,3.5401,5.1691,0.5461,-1.5767,0.122563,24,20
GSE143630,ccRCC,IGLC7,ccRCC_StageI,ccRCC_StageII,6.5675,7.707,0.2308,-0.9115,0.368075,24,20
GSE143630,ccRCC,IGLCOR22-1,ccRCC_StageI,ccRCC_StageII,0.2744,0.3453,0.3319,-0.2939,0.770853,24,20
GSE143630,ccRCC,IGLCOR22-2,ccRCC_StageI,ccRCC_StageII,0.1321,0.0,-26.9768,1.446,0.161668,24,20
GSE143630,ccRCC,IGLJ1,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGLJ2,ccRCC_StageI,ccRCC_StageII,0.3913,0.415,0.0845,-0.0824,0.934692,24,20
GSE143630,ccRCC,IGLJ3,ccRCC_StageI,ccRCC_StageII,0.817,0.5746,-0.5077,0.5847,0.562277,24,20
GSE143630,ccRCC,IGLJ4,ccRCC_StageI,ccRCC_StageII,0.066,0.1404,1.0878,-0.4791,0.635663,24,20
GSE143630,ccRCC,IGLJ5,ccRCC_StageI,ccRCC_StageII,0.066,0.0,-25.9768,1.0,0.327716,24,20
GSE143630,ccRCC,IGLJ6,ccRCC_StageI,ccRCC_StageII,0.3324,0.2989,-0.1534,0.129,0.898013,24,20
GSE143630,ccRCC,IGLJ7,ccRCC_StageI,ccRCC_StageII,0.066,0.4038,2.6124,-1.581,0.127523,24,20
GSE143630,ccRCC,IGLJCOR18,ccRCC_StageI,ccRCC_StageII,0.0,0.05,25.5754,-1.0,0.329877,24,20
GSE143630,ccRCC,IGLL1,ccRCC_StageI,ccRCC_StageII,1.3453,1.5721,0.2249,-0.3449,0.73197,24,20
GSE143630,ccRCC,IGLL3P,ccRCC_StageI,ccRCC_StageII,2.3001,2.1957,-0.067,0.1416,0.88808,24,20
GSE143630,ccRCC,IGLL4P,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGLL5,ccRCC_StageI,ccRCC_StageII,0.6201,1.3949,1.1697,-1.1814,0.24614,24,20
GSE143630,ccRCC,IGLON5,ccRCC_StageI,ccRCC_StageII,0.9709,0.9622,-0.013,0.0163,0.987064,24,20
GSE143630,ccRCC,IGLV1-36,ccRCC_StageI,ccRCC_StageII,2.1277,2.1695,0.028,-0.051,0.959586,24,20
GSE143630,ccRCC,IGLV1-40,ccRCC_StageI,ccRCC_StageII,6.7061,7.4178,0.1455,-0.6746,0.504238,24,20
GSE143630,ccRCC,IGLV1-41,ccRCC_StageI,ccRCC_StageII,2.8213,1.9186,-0.5563,0.9939,0.326214,24,20
GSE143630,ccRCC,IGLV1-44,ccRCC_StageI,ccRCC_StageII,5.6216,6.8829,0.292,-1.3046,0.199438,24,20
GSE143630,ccRCC,IGLV1-47,ccRCC_StageI,ccRCC_StageII,5.2212,6.5577,0.3288,-1.2142,0.231999,24,20
GSE143630,ccRCC,IGLV1-50,ccRCC_StageI,ccRCC_StageII,4.735,2.1726,-1.1239,4.5898,5.7e-05,24,20
GSE143630,ccRCC,IGLV1-51,ccRCC_StageI,ccRCC_StageII,7.4122,7.3875,-0.0048,0.0285,0.977414,24,20
GSE143630,ccRCC,IGLV1-62,ccRCC_StageI,ccRCC_StageII,0.0,0.1161,26.7907,-1.0,0.329877,24,20
GSE143630,ccRCC,IGLV10-54,ccRCC_StageI,ccRCC_StageII,2.4175,2.3209,-0.0588,0.1226,0.903041,24,20
GSE143630,ccRCC,IGLV10-67,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGLV11-55,ccRCC_StageI,ccRCC_StageII,0.2352,0.3114,0.4053,-0.3452,0.731825,24,20
GSE143630,ccRCC,IGLV2-11,ccRCC_StageI,ccRCC_StageII,7.9307,9.3628,0.2395,-1.4838,0.146258,24,20
GSE143630,ccRCC,IGLV2-14,ccRCC_StageI,ccRCC_StageII,8.6996,9.8666,0.1816,-1.3023,0.201533,24,20
GSE143630,ccRCC,IGLV2-18,ccRCC_StageI,ccRCC_StageII,3.87,4.3809,0.1789,-0.4994,0.620516,24,20
GSE143630,ccRCC,IGLV2-23,ccRCC_StageI,ccRCC_StageII,7.205,7.3676,0.0322,-0.1517,0.880331,24,20
GSE143630,ccRCC,IGLV2-28,ccRCC_StageI,ccRCC_StageII,1.8336,2.5058,0.4506,-0.9332,0.35697,24,20
GSE143630,ccRCC,IGLV2-33,ccRCC_StageI,ccRCC_StageII,2.4808,3.7177,0.5836,-1.3297,0.191363,24,20
GSE143630,ccRCC,IGLV2-34,ccRCC_StageI,ccRCC_StageII,1.807,2.6159,0.5337,-1.1313,0.264859,24,20
GSE143630,ccRCC,IGLV2-5,ccRCC_StageI,ccRCC_StageII,1.7769,2.1259,0.2587,-0.4631,0.646204,24,20
GSE143630,ccRCC,IGLV2-8,ccRCC_StageI,ccRCC_StageII,7.8689,8.1803,0.056,-0.2805,0.780882,24,20
GSE143630,ccRCC,IGLV3-1,ccRCC_StageI,ccRCC_StageII,6.7484,7.7118,0.1925,-0.8618,0.394324,24,20
GSE143630,ccRCC,IGLV3-10,ccRCC_StageI,ccRCC_StageII,4.931,5.3233,0.1104,-0.3791,0.706817,24,20
GSE143630,ccRCC,IGLV3-12,ccRCC_StageI,ccRCC_StageII,2.4244,2.9963,0.3056,-0.7347,0.467028,24,20
GSE143630,ccRCC,IGLV3-13,ccRCC_StageI,ccRCC_StageII,0.4026,0.7805,0.9551,-1.0352,0.308737,24,20
GSE143630,ccRCC,IGLV3-15,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGLV3-16,ccRCC_StageI,ccRCC_StageII,2.0957,2.6439,0.3352,-0.7323,0.46839,24,20
GSE143630,ccRCC,IGLV3-17,ccRCC_StageI,ccRCC_StageII,0.1628,0.0,-27.2784,1.4187,0.169389,24,20
GSE143630,ccRCC,IGLV3-19,ccRCC_StageI,ccRCC_StageII,5.2718,5.2389,-0.009,0.0325,0.974266,24,20
GSE143630,ccRCC,IGLV3-2,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGLV3-21,ccRCC_StageI,ccRCC_StageII,5.9678,7.3309,0.2968,-1.151,0.256452,24,20
GSE143630,ccRCC,IGLV3-22,ccRCC_StageI,ccRCC_StageII,0.4615,0.2,-1.2064,0.8837,0.38191,24,20
GSE143630,ccRCC,IGLV3-24,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGLV3-25,ccRCC_StageI,ccRCC_StageII,6.1264,6.0115,-0.0273,0.1133,0.910416,24,20
GSE143630,ccRCC,IGLV3-26,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGLV3-27,ccRCC_StageI,ccRCC_StageII,3.0868,2.6299,-0.2311,0.6088,0.545946,24,20
GSE143630,ccRCC,IGLV3-29,ccRCC_StageI,ccRCC_StageII,0.125,0.1292,0.0482,-0.0371,0.970613,24,20
GSE143630,ccRCC,IGLV3-30,ccRCC_StageI,ccRCC_StageII,0.066,0.0,-25.9768,1.0,0.327716,24,20
GSE143630,ccRCC,IGLV3-31,ccRCC_StageI,ccRCC_StageII,0.0,0.0,0.0,0.0,1.0,24,20
GSE143630,ccRCC,IGLV3-32,ccRCC_StageI,ccRCC_StageII,0.1384,0.0,-27.0444,1.3353,0.194859,24,20
