context,direction,library,rank,term,p_value,adj_p_value,overlap_genes,matches_nominated_agent
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,13,LJP009 HCC515 24H-BI-2536-10,1.027525073849374e-06,0.0011876609045892842,ALCAM;AMACR;TSPAN13;SYT1;SCNN1A;TFF3;AGR2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,14,LJP008 PC3 24H-belinostat-0.12,1.1223828533576889e-06,0.001204637482468045,TSPAN13;TSPAN8;BAMBI;ABHD2;PERP;KRT15;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,15,LJP008 PC3 24H-dasatinib-10,1.224469824544443e-06,0.0012265922389069867,FOXA1;DDC;ALCAM;GCH1;CEACAM5;TFF3;AGR2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,16,LJP006 HS578T 3H-sorafenib-3.33,1.452091007559926e-06,0.0013636949674747155,ALCAM;TSPAN13;TSPAN8;KIAA1324;TFF3;AGR2;ASCL1,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,17,LJP006 LNCAP 24H-AZD-8055-0.04,2.963350935683939e-06,0.002619253597622757,ALCAM;CLDN3;AMACR;SCNN1A;TFF3;AGR2;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,18,LJP005 PC3 24H-GDC-0980-3.33,3.4019550850593006e-06,0.002839876506005614,NPDC1;ALCAM;TSPAN8;CEACAM5;SCNN1A;TBC1D8;AGR2;DNAJC12;KIAA1199,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,19,LJP007 HT29 24H-tanespimycin-10,5.611988861930631e-06,0.0044381970862826135,TSPAN13;TSPAN8;GDF15;SCNN1A;TFF3;TBC1D8;AGR2;DNAJC12;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,20,LJP006 SKBR3 24H-GDC-0941-3.33,6.838412768156827e-06,0.0051376995127162236,CEACAM5;PERP;KIAA1324;TFF3;AGR2;DNAJC12;KIAA1199,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,21,LJP009 MCF7 24H-JWE-035-3.33,9.383837023664457e-06,0.006321090134707421,ALCAM;GDF15;PERP;KRT15;KIAA1324;AGR2;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,22,LJP007 MCF7 24H-HG-9-91-01-10,9.588472847134728e-06,0.006321090134707421,TSPAN13;PERP;TFF3;AGR2;DNAJC12;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,23,LJP008 MCF7 24H-belinostat-1.11,9.675567223364214e-06,0.006321090134707421,CLDN3;TSPAN13;SYT1;TNNT1;PERP;CEACAM5;AGR2;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,24,LJP006 SKBR3 24H-GSK-2126458-0.37,1.0660758577006397e-05,0.00656212240229125,CLDN3;GDF15;TNNT1;CEACAM5;TFF3;AGR2;ITPR3;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,25,LJP005 MCF10A 24H-radicicol-0.12,1.1945950709758565e-05,0.00656212240229125,ALCAM;PRR15L;GDF15;CEACAM5;PERP;KRT15;SCNN1A,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,26,LJP005 SKBR3 24H-YM-201636-10,1.2194255511792414e-05,0.00656212240229125,PRR15L;CEACAM5;SCNN1A;KIAA1324;KIAA1199;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,27,LJP006 SKBR3 24H-lapatinib-1.11,1.2194255511792414e-05,0.00656212240229125,AMACR;KIAA1324;TFF3;AGR2;KIAA1199;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,28,LJP005 A549 24H-NVP-AUY922-0.37,1.2669702395288828e-05,0.00656212240229125,PTPRN2;TSPAN13;PERP;KRT15;SCNN1A;AGR2;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,29,LJP009 PC3 24H-dasatinib-0.04,1.3180038396686352e-05,0.00656212240229125,TSPAN13;TSPAN8;CEACAM5;PERP;SCNN1A;AGR2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,30,LJP005 PC3 24H-SU-11274-10,1.3180038396686352e-05,0.00656212240229125,TSPAN13;TNNT1;SCNN1A;TFF3;AGR2;SPINT2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,31,LJP006 SKBR3 24H-dasatinib-10,1.4226381183983259e-05,0.00656212240229125,AMACR;SYT1;KIAA1324;TFF3;AGR2;DNAJC12;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,32,LJP006 PC3 24H-GDC-0941-0.37,1.423204965438939e-05,0.00656212240229125,ALCAM;TSPAN8;CEACAM5;AGR2;KIAA1199,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,33,LJP009 PC3 24H-ZM-447439-0.12,1.4411689024065703e-05,0.00656212240229125,TSPAN13;CEACAM5;AGR2;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,34,LJP006 LNCAP 3H-QL-XII-47-10,1.6530103365724308e-05,0.007075487998346005,CLDN3;PRR15L;GDF15;BAMBI;ID2;TFF3,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,35,LJP006 SKBR3 24H-canertinib-0.37,1.6530103365724308e-05,0.007075487998346005,CLDN3;AMACR;KIAA1324;TFF3;AGR2;KIAA1199,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,36,LJP005 SKBR3 24H-PIK-93-10,1.695178809666286e-05,0.007075487998346005,TSPAN13;GDF15;SCNN1A;AGR2;DNAJC12;ITPR3;KIAA1199;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,37,LJP005 SKBR3 24H-torin-2-3.33,1.8526046775541318e-05,0.007523577806737402,GDF15;SCNN1A;ICA1;AGR2;DNAJC12;ITPR3;KIAA1199;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,38,LJP005 SKBR3 24H-torin-2-0.12,1.9874242211305225e-05,0.007858693775449272,TTC9;TNNT1;GDF15;CEACAM5;SCNN1A;AGR2;KIAA1199,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,39,LJP007 MCF7 24H-sutent-10,2.0974391939880707e-05,0.008081056750990962,ALCAM;GDF15;SCNN1A;AGR2;SPINT2;FRY;HOXB6,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,40,LJP005 MDAMB231 24H-CP466722-10,2.3615745613223734e-05,0.008871254839607495,TNNT1;GDF15;TBC1D8;AGR2;SPINT2;FRY,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,41,LJP009 HA1E 24H-KIN236-10,2.4525313186429342e-05,0.008988228193641154,CALCA;TSPAN13;TFF3;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,42,LJP005 A549 24H-dasatinib-1.11,2.5289335037036303e-05,0.009047560673012083,TSPAN8;CEACAM5;PERP;SCNN1A;AGR2;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,43,LJP006 MCF7 24H-nintedanib-0.37,2.6470934057457393e-05,0.009239984146958917,TSPAN8;SYT1;KRT15;DNAJC12;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,44,LJP006 SKBR3 24H-PI-103-0.37,2.705705460310078e-05,0.009239984146958917,GDF15;CEACAM5;SCNN1A;KIAA1324;AGR2;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,45,LJP005 SKBR3 24H-torin-2-0.37,2.8682776088727345e-05,0.009577497633538157,SYT1;TNNT1;GDF15;DNAJC12;ITPR3;KIAA1199;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,46,LJP006 HCC515 24H-torin-1-0.12,3.1982282994140274e-05,0.009971524931749716,ALCAM;PTPRN2;SYT1;SCNN1A;SPINT2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,47,LJP006 HA1E 24H-radicicol-1.11,3.2964547252431466e-05,0.009971524931749716,PTPRN2;TSPAN13;TBC1D8;DNAJC12;SPINT2;ASCL1,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,48,LJP006 HS578T 3H-PF-562271-10,3.2964547252431466e-05,0.009971524931749716,ALCAM;TSPAN13;TNNT1;SCNN1A;ICA1;SPINT2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,49,LJP006 SKBR3 24H-GSK-1059615-3.33,3.333284028371687e-05,0.009971524931749716,ALCAM;SYT1;TNNT1;GDF15;KIAA1324;AGR2;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,50,LJP006 MCF10A 3H-alvocidib-1.11,3.505158183824705e-05,0.009971524931749716,NPDC1;TSPAN13;SYT1;AGR2;DNAJC12,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,51,LJP006 PC3 24H-PI-103-0.12,3.514885193563004e-05,0.009971524931749716,PTPRN2;PERP;AGR2;NR2F1;DNAJC12;SPINT2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,52,LJP008 MCF7 24H-AZ20-10,3.676423640310218e-05,0.009971524931749716,GDF15;CEACAM5;SCNN1A;TBC1D8;AGR2;HOXB7;HOXB6,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,53,LJP008 A549 24H-ABT-737-10,3.722676623873943e-05,0.009971524931749716,SCNN1A;AGR2;NUCB2,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,54,LJP005 PC3 24H-CYT387-10,3.7447833216177534e-05,0.009971524931749716,CALCA;ALCAM;TSPAN8;NKX2-1;AGR2;ASCL1,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,55,LJP006 HA1E 24H-geldanamycin-0.37,3.7447833216177534e-05,0.009971524931749716,PTPRN2;SCNN1A;TBC1D8;AGR2;SPINT2;FRY,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,56,LJP008 HEPG2 24H-rocilinostat-10,3.858573019627876e-05,0.009971524931749716,CLDN3;TSPAN13;SYT1;BAMBI;ID2;DNAJC12;ASCL1,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,57,LJP009 HCC515 24H-chelerythrine chloride-0.04,3.906384841022771e-05,0.009971524931749716,ALCAM;PTPRN2;TFF3;ASCL1,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,58,LJP005 HS578T 3H-HG-5-113-01-10,3.906384841022771e-05,0.009971524931749716,CEACAM5;ID2;DNAJC12;ASCL1,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,59,LJP006 SKBR3 24H-PI-103-1.11,3.986591156388345e-05,0.009971524931749716,ALCAM;SYT1;KIAA1324;AGR2;DNAJC12;KIAA1199,
SCBC ASCL1+,mimicry (control),LINCS_L1000_Chem_Pert_up,60,LJP005 SKBR3 24H-GDC-0980-1.11,4.048070150650424e-05,0.009971524931749716,TNNT1;GDF15;CEACAM5;KIAA1324;AGR2;DNAJC12;KIAA1199,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,1,CPC013 ASC 24H-BRD-K11663430-10.0,3.123742232540663e-05,0.08416857655900015,FAM155B;EDA;PRX,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,2,CPC014 VCAP 24H-bl-095-10.0,3.298141714694363e-05,0.08416857655900015,FAM155B;ACTR5;PRX;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,3,CPC002 HA1E 6H-ha-1004-10.0,0.00012492821606665156,0.1705581264913967,FAM155B;MAP7D3;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,4,CPC013 VCAP 24H-s1174-10.0,0.0001988401004667768,0.1705581264913967,FAM155B;ACTR5;PRX,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,5,CPC005 VCAP 24H-lomatin-10.0,0.00025761600687002403,0.1705581264913967,FAM155B;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,6,CPC006 EFO27 6H-tg101348-11.1,0.0002964872570289822,0.1705581264913967,FAM155B;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,7,CPC016 ASC 24H-pp 1-10.0,0.0003384449276305524,0.1705581264913967,FAM155B;EDA;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,8,CPC012 PC3 6H-BRD-K56196992-10.0,0.0004487323925980029,0.1705581264913967,ACTR5;PRX,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,9,CPC014 A549 6H-BRD-K69852452-10.0,0.00048675237961089157,0.1705581264913967,FAM155B;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,10,CPC015 A549 24H-paroxetine hydrochloride-10.0,0.0005007043838450327,0.1705581264913967,FAM155B;BIN1;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,11,CPC006 HCC15 6H-trichostatin a-10.0,0.0005898232953942797,0.1705581264913967,FAM155B;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,12,CPC006 NCIH2073 6H-wortmannin-10.0,0.0006885071123852637,0.1705581264913967,FAM155B;EDA;PRX,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,13,CPC014 VCAP 24H-BRD-K83972459-10.0,0.0007971561739033456,0.1705581264913967,EDA;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,14,CPC007 HA1E 6H-trichostatin a-10.0,0.0008553395536436244,0.1705581264913967,FAM155B;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,15,CPC014 VCAP 24H-hts 10859-10.0,0.0009161590489382271,0.1705581264913967,EDA;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,16,CPC006 A549 24H-BRD-K45399554-10.0,0.0009217562235923957,0.1705581264913967,FAM155B;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,17,CPC014 VCAP 24H-p5172-10.0,0.000958193010549833,0.1705581264913967,FAM155B;ACTR5;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,18,CPC002 HA1E 6H-thm-i-94-10.0,0.00097966142379343,0.1705581264913967,FAM155B;MAP7D3;BIN1,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,19,CPC003 HCC515 24H-reserpine-10.0,0.0009844083630700538,0.1705581264913967,ACTR5;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,20,CPC003 HA1E 24H-lasalocid sodium salt-10.0,0.001068584120754181,0.1705581264913967,BIN1;ACTR5;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,21,CPC007 PC3 24H-ncgc00183236-01-10.0,0.0011156998625027744,0.1705581264913967,FAM155B;BIN1,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,22,CPC004 PC3 24H-trichostatin a-10.0,0.0011385244228054245,0.1705581264913967,FAM155B;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,23,CPC014 HA1E 6H-BRD-K09186807-10.0,0.0012549361838792316,0.1705581264913967,FAM155B;BIN1,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,24,"CPC005 A549 6H-tamoxifen, 4-hydroxy-, (z)--10.0",0.0012549361838792316,0.1705581264913967,PRX;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,25,CPC008 VCAP 24H-ncgc00165188-01-10.0,0.0012549361838792316,0.1705581264913967,FAM155B;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,26,CPC007 A549 24H-BRD-A76641868-10.0,0.0013275193945400411,0.1705581264913967,FAM155B;PRX,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,27,CPC005 A549 24H-prozac-10.0,0.0013275193945400411,0.1705581264913967,FAM155B;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,28,CPC006 A549 6H-hdac6 inhibitor isox-10.0,0.0013390037639866017,0.1705581264913967,EDA;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,29,CPC013 MCF7 6H-vorinostat-10.0,0.0013655214674009365,0.1705581264913967,FAM155B;EDA;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,30,CPC006 HA1E 24H-rottlerin ncgc00025228-11-9.68,0.0014748997877770493,0.1705581264913967,FAM155B;ACTR5;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,31,CPC004 HA1E 6H-ns-1619-10.0,0.0014785875016258675,0.1705581264913967,FAM155B;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,32,CPC004 HA1E 6H-quipazine dimaleate salt-10.0,0.0014785875016258675,0.1705581264913967,FAM155B;EDA,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,33,CPC019 HT29 6H-BRD-K58479490-10.0,0.0014999697593334861,0.1705581264913967,PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,34,CPC005 HA1E 24H-rhodomyrtoxin b-10.0,0.0015030789431656722,0.1705581264913967,FAM155B;ACTR5;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,35,CPC006 HT29 6H-vorinostat-10.0,0.0015315949786927254,0.1705581264913967,EDA;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,36,LJP006 HME1 3H-MK-2206-3.33,0.0015570610672793503,0.1705581264913967,POPDC3;EPB41L3,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,37,CPC014 VCAP 24H-ei-232-10.0,0.0016191794360833108,0.1705581264913967,EDA;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,38,CPC001 HA1E 24H-leflunomide-10.0,0.0016374867723787483,0.1705581264913967,EDA;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,39,CPC006 HCC15 6H-tyrphostin ag 1478-56.78,0.0017198589811284121,0.1705581264913967,FAM155B;BIN1,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,40,CPC006 PC3 24H-vorinostat-11.1,0.0017407657636910694,0.1705581264913967,FAM155B;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,41,CPC001 HA1E 6H-rs 17053 hydrochloride-10.0,0.001804172067957183,0.1705581264913967,FAM155B;BIN1,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,42,CPC005 HA1E 24H-atpa-10.0,0.001804172067957183,0.1705581264913967,FAM155B;EDA,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,43,CPC004 HA1E 24H-niclosamide-10.0,0.0018356121123893683,0.1705581264913967,FAM155B;BIN1;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,44,CPC012 MCF7 24H-BRD-K31851742-10.0,0.0018356121123893683,0.1705581264913967,FAM155B;EDA;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,45,CPC014 PC3 24H-ei-232-10.0,0.0018679317590660574,0.1705581264913967,EDA;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,46,CPC019 MCF7 6H-BRD-A94377914-10.0,0.0018679317590660574,0.1705581264913967,EDA;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,47,CPC010 MCF7 24H-BRD-K57457519-10.0,0.0018904204196260454,0.1705581264913967,FAM155B;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,48,CPC002 HA1E 6H-vorinostat-10.0,0.0019336358929995464,0.1705581264913967,FAM155B;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,49,CPC012 PC3 24H-s1030-10.0,0.001967023200378681,0.1705581264913967,FAM155B;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,50,CPC017 A549 6H-fccp-10.0,0.001978598434185653,0.1705581264913967,FAM155B;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,51,CPC014 A549 24H-BRD-U25771771-10.0,0.0020007692016749336,0.1705581264913967,FAM155B;BIN1;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,52,CPC015 MCF7 24H-cgk 733-10.0,0.0020007692016749336,0.1705581264913967,FAM155B;ACTR5;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,53,CPC002 VCAP 24H-d-64131-10.0,0.002068700520484921,0.1705581264913967,PRX;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,54,CPC019 HA1E 6H-BRD-K94127894-10.0,0.002068700520484921,0.1705581264913967,FAM155B;PRX,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,55,CPC013 MCF7 6H-BRD-K68202742 (trichostatin a)-10.0,0.0021041732361137045,0.1705581264913967,FAM155B;EDA;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,56,CPC006 A549 6H-vorinostat-11.1,0.0021393678401347206,0.1705581264913967,EDA;BIN1;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,57,CPC006 MCF7 6H-vorinostat-11.1,0.0021393678401347206,0.1705581264913967,FAM155B;EDA;ACTR5,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,58,CPC002 HCC515 24H-BRD-K56515112 (medrysone)-10.0,0.002160721100314693,0.1705581264913967,BIN1;PTPN21,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,59,CPC002 VCAP 6H-nobiletin-10.0,0.002160721100314693,0.1705581264913967,FAM155B;EDA,
SCBC NEUROD1+,reversal,LINCS_L1000_Chem_Pert_down,60,CPC006 A549 24H-tyrphostin ag 1478-56.78,0.0022471504603465177,0.1705581264913967,FAM155B;ACTR5;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,1,CPC006 PC3 24H-zm 336372-102.71,7.173481881330252e-05,0.2131084608159825,FAM155B;EDA;PRX,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,2,CPC018 A549 6H-quercetin-10.0,9.836790279746396e-05,0.2131084608159825,FAM155B;PRX;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,3,"CPC001 HCC515 6H-ici-162,846-10.0",0.0001988401004667768,0.2131084608159825,FAM155B;ACTR5;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,4,CPC003 HCC515 24H-BRD-K61496577 (flumethasone)-10.0,0.0005743168995676725,0.2131084608159825,EDA;MAP7D3;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,5,CPC006 NCIH596 6H-emetine dihydrochloride hydrate (74)-0.63,0.0005743168995676725,0.2131084608159825,FAM155B;MAP7D3;BIN1,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,6,CPC006 SKM1 6H-bo2 (inhibits rad51)-40.0,0.0006216351196870161,0.2131084608159825,FAM155B;PRX;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,7,CPD003 PC3 24H-verteporfin-10.0,0.0006216351196870161,0.2131084608159825,FAM155B;EDA;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,8,CPC003 PC3 6H-strophantine octahydrate-10.0,0.0008753174929478949,0.2131084608159825,EDA;BIN1;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,9,CPC004 HCC515 24H-BRD-K47635719 (dexamethasone acetate)-10.0,0.0008955900807594031,0.2131084608159825,EDA;PRX;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,10,CPC006 PC3 24H-narciclasine-10.0,0.0009392502988179658,0.2131084608159825,FAM155B;EDA;BIN1;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,11,CPC017 HEPG2 6H-clozapine-10.0,0.0010490581524956052,0.2131084608159825,FAM155B;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,12,CPC008 PC3 24H-ncgc00242335-01-10.0,0.0010490581524956052,0.2131084608159825,FAM155B;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,13,CPC014 VCAP 24H-BRD-U74615290-10.0,0.0011156998625027744,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,14,CPC006 NCIH596 6H-mw-ras12-10.0,0.001162465384462142,0.2131084608159825,FAM155B;EDA;PRX,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,15,CPC014 NPC 24H-BRD-K97764662-10.0,0.0012361936433520396,0.2131084608159825,FAM155B;PRX;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,16,CPC015 A375 6H-hydroquinidine-10.0,0.0012549361838792316,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,17,CPC013 NPC 24H-hy-50877-10.0,0.0012549361838792316,0.2131084608159825,PRX;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,18,CPC006 A673 6H-ski ii-40.0,0.0013128137028807422,0.2131084608159825,FAM155B;EDA;PRX,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,19,CPC009 VCAP 24H-BRD-K18861610-10.0,0.0013275193945400411,0.2131084608159825,PRX;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,20,CPC018 HT29 6H-rottlerin ncgc00025228-11-10.0,0.0014020717242409484,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,21,CPC012 MCF7 24H-12k-516s-10.0,0.0014020717242409484,0.2131084608159825,EDA;PRX,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,22,CPC004 HCC515 6H-pifithrin- ?-10.0,0.0014785875016258675,0.2131084608159825,EDA;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,23,CPC004 PC3 6H-proscillaridin a-10.0,0.0014785875016258675,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,24,CPC006 VCAP 6H-BRD-K52075040-44.4,0.0015030789431656722,0.2131084608159825,EDA;BIN1;PRX,
