context,direction,library,rank,term,p_value,adj_p_value,overlap_genes,matches_nominated_agent
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,1,LJP006 HME1 3H-BMS-387032-0.12,1.552152863452545e-15,1.214249185078926e-11,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL2;DHRS2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,2,LJP006 HME1 3H-PF-562271-10,3.4145175552860707e-15,1.3355885417501466e-11,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;ANGPTL4;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,3,LJP006 HME1 3H-CGP-60474-0.37,1.935051233691727e-14,4.6156200199629917e-11,NR4A2;NR4A3;IL8;GADD45A;MAFF;ANGPTL4;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,4,LJP006 HME1 3H-alvocidib-1.11,2.3600255758471134e-14,4.6156200199629917e-11,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,5,LJP005 HS578T 3H-TWS-119-10,4.9421665282106974e-14,7.732513750038457e-11,NR4A3;IL8;GADD45A;MAFF;CXCL1;DHRS2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,6,LJP006 HME1 3H-alvocidib-0.37,8.368284206467981e-14,8.930030457738144e-11,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,7,LJP006 HME1 3H-alvocidib-3.33,8.368284206467981e-14,8.930030457738144e-11,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,8,LJP006 MCF10A 3H-canertinib-1.11,9.132077676326876e-14,8.930030457738144e-11,NR4A2;NR4A3;IL8;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,9,LJP006 HME1 3H-canertinib-0.37,3.2221330313645347e-12,2.800749633818306e-09,NR4A2;IL8;MAFF;CXCL1;ANGPTL4;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,10,LJP005 MCF10A 3H-trametinib-10,1.0211794902414892e-11,7.825191102516964e-09,NR4A2;CEACAM1;NR4A3;IL8;MAFF;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,11,LJP006 HME1 3H-CGP-60474-0.12,1.1003080931571853e-11,7.825191102516964e-09,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,12,LJP006 HME1 3H-GSK-1059615-10,3.5842273009908554e-11,2.3366175146376215e-08,NR4A3;IL8;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,13,LJP006 HME1 3H-alvocidib-10,4.986362622894194e-11,2.742880685168667e-08,IL8;GADD45A;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,14,LJP006 MDAMB231 3H-alvocidib-3.33,4.986362622894194e-11,2.742880685168667e-08,NR4A2;IL8;GADD45A;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,15,LJP006 HME1 3H-AZD-7762-3.33,5.259262466768504e-11,2.742880685168667e-08,IL8;MAFF;CXCL1;CXCL2;DHRS2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,16,LJP005 HS578T 3H-WH-4-025-3.33,6.527255335893019e-11,3.191419905793193e-08,NR4A3;IL8;GADD45A;MAFF;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,17,LJP006 HME1 3H-CGP-60474-10,7.170791633509404e-11,3.299829585232004e-08,NR4A3;IL8;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,18,LJP006 HME1 3H-dasatinib-3.33,9.627551564952967e-11,4.184240882923726e-08,IL8;GADD45A;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,19,LJP006 HME1 3H-BMS-387032-3.33,1.109636587445289e-10,4.56878264399184e-08,NR4A3;IL8;GADD45A;MAFF;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,20,LJP006 HME1 3H-AS-605240-0.37,1.5019331102934326e-10,5.874811360912761e-08,NR4A2;NR4A3;IL8;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,21,LJP006 HME1 3H-canertinib-10,1.6663660884197594e-10,6.20761043319418e-08,CEACAM1;IL8;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,22,LJP006 HME1 3H-CGP-60474-3.33,1.8172630619495575e-10,6.451818118454556e-08,NR4A3;IL8;GADD45A;MAFF;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,23,LJP006 HME1 3H-A443654-1.11,1.8968658663486487e-10,6.451818118454556e-08,NR4A2;IL8;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,24,LJP006 MCF10A 3H-alvocidib-3.33,1.979344869816053e-10,6.451839548571242e-08,NR4A2;NR4A3;GADD45A;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,25,LJP006 HME1 3H-alvocidib-0.12,2.2448688861509045e-10,7.024643718543411e-08,NR4A3;IL8;GADD45A;MAFF;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,26,LJP006 HME1 3H-BMS-387032-1.11,3.35309761474394e-10,1.0088954861593015e-07,NR4A2;IL8;GADD45A;MAFF;DHRS2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,27,LJP006 HME1 3H-CGP-60474-1.11,4.70713419550288e-10,1.3638485485710754e-07,NR4A3;IL8;GADD45A;MAFF;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,28,LJP005 MCF10A 3H-PD-0325901-0.37,4.927627953595417e-10,1.376744052892034e-07,NR4A3;IL8;MAFF;DHRS2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,29,LJP006 MCF10A 3H-selumetinib-0.37,8.139767350935389e-10,2.1957724133230189e-07,CEACAM1;IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,30,LJP006 MCF10A 3H-afatinib-0.12,1.5418213462498098e-09,4.0006091499800924e-07,NR4A2;IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,31,LJP009 HEPG2 24H-KIN001-265-0.37,1.6364501188720817e-09,4.0006091499800924e-07,NR4A2;IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,32,LJP006 HA1E 24H-HG-6-64-01-1.11,1.6364501188720817e-09,4.0006091499800924e-07,IL8;CXCL1;ANGPTL4;DHRS2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,33,LJP005 MCF10A 3H-pelitinib-0.37,1.735655166880777e-09,4.111767717760174e-07,CEACAM1;IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,34,LJP009 HEPG2 24H-KIN001-265-0.12,1.839599515807313e-09,4.111767717760174e-07,CEACAM1;IL8;MAFF;CXCL1;DHRS2,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,35,LJP005 MCF10A 3H-GDC-0980-10,1.839599515807313e-09,4.111767717760174e-07,IL8;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,36,LJP006 HME1 3H-KIN001-043-10,2.3061631856355248e-09,5.011420722562975e-07,NR4A3;IL8;MAFF;CXCL1;CXCL2,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,37,LJP006 HME1 3H-A443654-3.33,2.4363827454071887e-09,5.151303301978496e-07,NR4A2;NR4A3;IL8;GADD45A;MAFF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,38,LJP006 MCF10A 3H-lapatinib-3.33,2.7144061615694034e-09,5.588105105778274e-07,NR4A2;IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,39,LJP005 SKBR3 24H-PD-184352-10,2.9121206035881377e-09,5.75689601807021e-07,IL8;MAFF;FOS;DHRS2,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,40,LJP006 HME1 3H-saracatinib-10,3.017163961918428e-09,5.75689601807021e-07,IL8;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,41,LJP006 MCF10A 3H-afatinib-10,3.017163961918428e-09,5.75689601807021e-07,NR4A3;IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,42,LJP005 MDAMB231 3H-trametinib-0.12,3.5212040581817057e-09,6.406134731896623e-07,CEACAM1;IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,43,LJP006 MCF10A 3H-canertinib-0.12,3.5212040581817057e-09,6.406134731896623e-07,IL8;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,44,LJP005 BT20 3H-dasatinib-10,5.553946957851696e-09,9.655228233616403e-07,NR4A3;IL8;MAFF;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,45,LJP006 MCF10A 3H-GDC-0941-1.11,5.553946957851696e-09,9.655228233616403e-07,IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,46,LJP006 MDAMB231 3H-BMS-387032-3.33,5.705192402184432e-09,9.702547861367134e-07,NR4A2;NR4A3;IL8;MAFF;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,47,LJP006 MCF10A 3H-afatinib-0.04,7.142247282933131e-09,1.1888042658379977e-06,NR4A2;IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,48,LJP005 BT20 3H-GSK-690693-0.04,7.821314645065316e-09,1.274711343090541e-06,NR4A3;IL8;MAFF;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,49,LJP006 HME1 3H-BMS-387032-10,8.487959037921921e-09,1.35512864395231e-06,IL8;GADD45A;MAFF;ANGPTL4;CXCL2,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,50,LJP006 HME1 3H-BMS-387032-0.37,1.0028382022056033e-08,1.569040651170887e-06,IL8;GADD45A;MAFF;CXCL1;CXCL2,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,51,LJP006 HCC515 24H-OSI-027-3.33,1.0718862375719318e-08,1.6441894189265143e-06,NR4A2;CEACAM1;IL8;CXCL1,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,52,LJP006 MCF10A 3H-GSK-1059615-10,1.2748693144036947e-08,1.9179428166500196e-06,NR4A2;IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,53,LJP009 A375 24H-PD-0325901-3.33,1.3254210779418059e-08,1.9563715269318394e-06,NR4A2;IL8;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,54,LJP006 BT20 3H-A443654-10,1.5747666017241993e-08,2.2398907500524386e-06,IL8;GADD45A;MAFF;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,55,LJP006 BT20 3H-afatinib-0.12,1.5747666017241993e-08,2.2398907500524386e-06,NR4A3;IL8;MAFF;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,56,LJP006 MDAMB231 3H-CGP-60474-1.11,1.7899972043070596e-08,2.50056216594538e-06,NR4A2;IL8;GADD45A;MAFF;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,57,LJP006 HME1 3H-AZD-7762-10,1.8561674478084883e-08,2.540900386747365e-06,IL8;GADD45A;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,58,LJP008 MCF7 24H-PD-0325901-3.33,1.8838325761389132e-08,2.540900386747365e-06,NR4A2;IL8;CXCL1;CXCL2,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,59,LJP006 MCF10A 3H-alvocidib-0.37,2.1405997415876176e-08,2.838290131938972e-06,NR4A2;GADD45A;MAFF;CXCL1;HBEGF,
renal medullary carcinoma,reversal,LINCS_L1000_Chem_Pert_down,60,LJP006 MCF10A 3H-CGP-60474-0.12,2.8133292003116084e-08,3.6603664543214844e-06,NR4A2;NR4A3;IL8;GADD45A;MAFF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,1,LJP005 MDAMB231 3H-LDN-193189-10,1.9489835724838835e-18,1.4067763426188671e-14,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,2,LJP005 SKBR3 3H-LDN-193189-10,5.549996415144807e-17,2.0029937062257608e-13,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,3,LJP005 MCF10A 3H-LDN-193189-10,8.335250649305255e-17,2.0054613062228445e-13,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,4,LJP005 BT20 3H-nilotinib-10,5.114773879388591e-16,7.254522263332066e-13,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,5,LJP005 SKBR3 3H-LDN-193189-3.33,5.535389687745914e-16,7.254522263332066e-13,NR4A2;NR4A3;IL8;GADD45A;MAFF;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,6,LJP006 HS578T 24H-celastrol-3.33,6.030359321140537e-16,7.254522263332066e-13,NR4A2;CEACAM1;NR4A3;IL8;MAFF;CXCL1;FOS;DHRS2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,7,LJP005 HT29 24H-LDN-193189-10,1.069408587173875e-15,1.1027130260315758e-12,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,8,LJP006 A549 24H-QL-XII-47-10,1.320499050192713e-15,1.1914202680363753e-12,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,9,LJP006 MDAMB231 3H-QL-XII-47-10,3.20670758885786e-15,2.571779486264004e-12,NR4A2;NR4A3;IL8;GADD45A;MAFF;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,10,LJP005 A549 24H-nilotinib-10,2.1383290632937947e-14,1.5128390250239647e-11,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,11,LJP008 A375 24H-GSK-461364-0.04,2.3055180486649503e-14,1.5128390250239647e-11,NR4A3;IL8;GADD45A;FOS;CXCL2;DHRS2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,12,LJP005 MCF10A 24H-LDN-193189-3.33,3.0043161620045936e-14,1.7490697926369356e-11,NR4A2;IL8;GADD45A;MAFF;CXCL1;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,13,LJP005 HCC515 24H-LDN-193189-10,3.150167262992541e-14,1.7490697926369356e-11,NR4A2;NR4A3;IL8;GADD45A;MAFF;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,14,LJP006 HME1 3H-HG-5-88-01-10,4.9421665282106974e-14,2.5480398571874867e-11,NR4A2;IL8;GADD45A;MAFF;CXCL1;FOS;CXCL2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,15,LJP005 MCF10A 3H-LDN-193189-3.33,6.238307781356264e-14,3.0018737043886343e-11,NR4A2;IL8;GADD45A;MAFF;CXCL1;CXCL2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,16,LJP005 HA1E 24H-nilotinib-10,1.0561044112194383e-13,4.4840950824599443e-11,NR4A2;IL8;GADD45A;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,17,LJP006 HCC515 24H-celastrol-10,1.0561044112194383e-13,4.4840950824599443e-11,NR4A2;NR4A3;GADD45A;MAFF;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,18,LJP005 A549 24H-AS-601245-10,1.7172228733955506e-13,6.886063722316158e-11,IL8;GADD45A;MAFF;FOS;CXCL2;DHRS2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,19,LJP006 HS578T 24H-QL-XII-47-10,3.6815911452820573e-13,1.398617099297152e-10,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;FOS;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,20,LJP006 A375 24H-AZD-7762-0.12,3.9042094057476857e-13,1.4090291745343396e-10,NR4A2;NR4A3;GADD45A;MAFF;FOS;DHRS2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,21,LJP006 BT20 24H-celastrol-1.11,4.3695697139401543e-13,1.501883533105716e-10,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL1;FOS;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,22,LJP006 A375 24H-KIN001-043-10,7.303342075409525e-13,2.3961601409229974e-10,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,23,LJP006 HME1 3H-QL-XII-47-3.33,9.049726445655036e-13,2.840040238466872e-10,NR4A2;NR4A3;IL8;GADD45A;MAFF;FOS;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,24,LJP005 HCC515 24H-PF-477736-10,1.1674200490109861e-12,3.5110157974005406e-10,NR4A2;IL8;GADD45A;MAFF;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,25,LJP006 BT20 24H-withaferin-a-3.33,1.580399085619044e-12,4.562928239999305e-10,NR4A2;NR4A3;IL8;GADD45A;MAFF;FOS;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,26,LJP005 SKBR3 3H-nilotinib-10,1.7233787249534678e-12,4.784364475659282e-10,IL8;GADD45A;MAFF;CXCL1;CXCL2;DHRS2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,27,LJP006 PC3 24H-withaferin-a-3.33,2.8963395185035447e-12,7.742880979466142e-10,NR4A2;NR4A3;GADD45A;MAFF;FOS;DHRS2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,28,LJP006 SKBR3 3H-mitoxantrone-0.37,5.251868910519309e-12,1.3538567784331562e-09,NR4A2;IL8;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,29,LJP005 A549 24H-LDN-193189-10,6.703976906676157e-12,1.6685967349099484e-09,NR4A2;NR4A3;IL8;MAFF;CXCL1;FOS;CXCL2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,30,LJP005 PC3 24H-foretinib-10,9.48275189815205e-12,2.2162485071484167e-09,NR4A2;IL8;GADD45A;MAFF;CXCL1;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,31,LJP005 MCF7 24H-withaferin-a-10,9.518385109670395e-12,2.2162485071484167e-09,NR4A2;GADD45A;MAFF;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,32,LJP006 MDAMB231 3H-JW-7-24-1-10,1.1725116282013479e-11,2.6447465413616653e-09,NR4A2;NR4A3;IL8;GADD45A;MAFF;CXCL2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,33,LJP006 A549 24H-celastrol-3.33,1.367246992664574e-11,2.9905420585008774e-09,NR4A2;NR4A3;GADD45A;MAFF;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,34,LJP005 A549 24H-WZ-3105-0.37,1.6342596633580177e-11,3.3703103571766205e-09,NR4A3;IL8;GADD45A;MAFF;FOS;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,35,LJP006 MDAMB231 24H-QL-XII-47-10,1.6342596633580177e-11,3.3703103571766205e-09,NR4A3;IL8;GADD45A;MAFF;CXCL2;DHRS2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,36,LJP006 HA1E 24H-celastrol-1.11,1.8706745945380894e-11,3.7507025620488694e-09,NR4A2;NR4A3;IL8;GADD45A;MAFF;FOS;CXCL2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,37,LJP009 HT29 24H-BX-795-10,2.5267269737148815e-11,4.929166296290274e-09,IL8;MAFF;CXCL1;FOS;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,38,LJP006 HME1 3H-QL-XII-47-0.37,4.725340490104669e-11,8.97565990988829e-09,NR4A2;NR4A3;IL8;GADD45A;MAFF;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,39,LJP006 BT20 24H-celastrol-3.33,7.923687277411451e-11,1.4664916607270731e-08,NR4A2;IL8;GADD45A;MAFF;FOS;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,40,LJP005 A375 24H-radicicol-10,1.0098003224615056e-10,1.8221846818817866e-08,NR4A2;NR4A3;GADD45A;MAFF;FOS;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,41,LJP006 A375 24H-mitoxantrone-0.37,1.1625497180611923e-10,2.046654601211143e-08,NR4A2;NR4A3;GADD45A;MAFF;FOS;DHRS2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,42,LJP006 A375 24H-radicicol-10,1.2175432476325933e-10,2.0924350384314427e-08,NR4A2;NR4A3;GADD45A;MAFF;FOS;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,43,LJP008 PC3 24H-azacitidine-3.33,1.3340314496792672e-10,2.2364606642605445e-08,NR4A2;IL8;GADD45A;MAFF;CXCL2;HBEGF,azacitidine
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,44,LJP007 A549 24H-mitoxantrone-10,1.3633176673242444e-10,2.2364606642605445e-08,NR4A2;NR4A3;GADD45A;MAFF;FOS,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,45,LJP008 A375 24H-MK-1775-10,1.459636010575658e-10,2.290359287898935e-08,NR4A2;NR4A3;IL8;GADD45A;MAFF;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,46,LJP005 MCF7 3H-LDN-193189-10,1.459636010575658e-10,2.290359287898935e-08,NR4A2;NR4A3;GADD45A;MAFF;CXCL2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,47,LJP006 MDAMB231 24H-withaferin-a-3.33,1.979344869816053e-10,3.039768355389845e-08,NR4A3;GADD45A;MAFF;FOS;DHRS2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,48,LJP006 HS578T 3H-QL-XII-47-3.33,2.3736784490249623e-10,3.569418967721287e-08,NR4A3;GADD45A;MAFF;DHRS2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,49,LJP009 PC3 24H-chelerythrine chloride-10,2.539339761507766e-10,3.6636405250486394e-08,IL8;GADD45A;MAFF;CXCL1;FOS;CXCL2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,50,LJP006 MCF7 24H-withaferin-a-10,2.539339761507766e-10,3.6636405250486394e-08,NR4A2;NR4A3;GADD45A;MAFF;FOS;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,51,LJP005 BT20 24H-SB590885-1.11,2.5886071872746e-10,3.6636405250486394e-08,NR4A2;NR4A3;IL8;MAFF;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,52,LJP005 MCF10A 3H-dovitinib-10,2.8187959848604874e-10,3.82983717007941e-08,NR4A3;IL8;MAFF;CXCL1;CXCL2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,53,LJP006 SKBR3 3H-KIN001-043-10,2.8187959848604874e-10,3.82983717007941e-08,NR4A2;NR4A3;GADD45A;MAFF;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,54,LJP006 MDAMB231 24H-celastrol-3.33,2.8652148404584117e-10,3.82983717007941e-08,NR4A2;IL8;GADD45A;CXCL1;DHRS2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,55,LJP006 A549 24H-AT-7519-3.33,3.225102973656203e-10,4.232507866154632e-08,NR4A2;NR4A3;GADD45A;MAFF;FOS;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,56,LJP006 A375 24H-GW-843682X-0.37,3.328161090656895e-10,4.2460804531968e-08,NR4A2;NR4A3;GADD45A;MAFF;DHRS2,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,57,LJP008 A375 24H-CGP-60474-0.04,3.35309761474394e-10,4.2460804531968e-08,NR4A2;GADD45A;MAFF;CXCL2;DHRS2;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,58,LJP006 BT20 24H-mitoxantrone-1.11,3.4852839443394146e-10,4.337375777627913e-08,NR4A2;NR4A3;GADD45A;MAFF;FOS;HBEGF,
