legacy_symbol,current_symbol,source
OR2L5P,OR2L5,prev_symbol
OR2L7P,OR2L1P,prev_symbol
OR2M1,OR2M1P,prev_symbol
OR2M2Q,OR2M2,alias_symbol
OR2M3P,OR2M3,prev_symbol
OR2M5P,OR2M5,prev_symbol
OR2M6,OR2M3,prev_symbol
OR2R1,OR2R1P,prev_symbol
OR2T11Q,OR2T11,alias_symbol
OR2T2P,OR2T2,prev_symbol
OR2T4Q,OR2T4,alias_symbol
OR2T6P,OR2T6,prev_symbol
OR2T7P,OR2T7,prev_symbol
OR2T8P,OR2T8,prev_symbol
OR2T9,OR2T6,prev_symbol
OR2V1P,OR2V1,prev_symbol
OR2V3,OR2V2,prev_symbol
OR2W3P,OR2W3,prev_symbol
OR2W5P,OR2W5,prev_symbol
OR2W7P,OR2W6P,prev_symbol
OR2W8P,OR2W3,prev_symbol
OR2Z2,OR2Z1,prev_symbol
OR3-142,OR7E53P,alias_symbol
OR3-143,OR7E53P,alias_symbol
OR3-144,OR5B1P,alias_symbol
OR3-145,OR1F1,alias_symbol
OR3.2,OR7E55P,alias_symbol
OR3.3,OR7E66P,alias_symbol
OR3.6,OR7E22P,alias_symbol
OR3A4,OR3A4P,prev_symbol
OR3A6,OR3A3,prev_symbol
OR3A7,OR3A3,prev_symbol
OR3A8P,OR3A3,prev_symbol
OR3DG,OR7E66P,alias_symbol
OR4-114,OR4H6P,alias_symbol
OR4-115,OR4H6P,alias_symbol
OR4-116,OR7E43P,alias_symbol
OR4-119,OR4H6P,alias_symbol
OR40,OR3A1,alias_symbol
OR4A16Q,OR4A16,alias_symbol
OR4A20P,OR4A1P,prev_symbol
OR4A22P,OR4A17P,prev_symbol
OR4A25P,OR4A10P,prev_symbol
OR4A4,OR4A4P,prev_symbol
OR4A8P,OR4A8,prev_symbol
OR4C1,OR4C1P,prev_symbol
OR4C11P,OR4C11,prev_symbol
OR4C17,OR4C4P,prev_symbol
OR4C17P,OR4C4P,prev_symbol
OR4C47P,OR4C4P,alias_symbol
OR4C5P,OR4C5,prev_symbol
OR4C5Q,OR4C5,alias_symbol
OR4C8P,OR4C2P,prev_symbol
OR4D10P,OR4D10,prev_symbol
OR4D11P,OR4D11,prev_symbol
OR4D12P,OR7E103P,prev_symbol
OR4D3,OR4D1,prev_symbol
OR4DG,OR7E21P,alias_symbol
OR4E1P,OR4E1,prev_symbol
OR4F1,OR4F1P,prev_symbol
OR4F10,OR4F7P,prev_symbol
OR4F11P,OR4F17,prev_symbol
OR4F12,OR4F6,prev_symbol
OR4F14,OR4F14P,prev_symbol
OR4F18,OR4F17,prev_symbol
OR4F19,OR4F17,prev_symbol
OR4F2,OR4F2P,alias_symbol
OR4F20P,OR4F8P,prev_symbol
OR4F21P,OR4F21,prev_symbol
OR4F9P,OR4F8P,prev_symbol
OR4G3,OR4G3P,prev_symbol
OR4G5P,OR4G3P,prev_symbol
OR4G7P,OR4G2P,prev_symbol
OR4G8P,OR4G1P,prev_symbol
OR4H10,OR4H6P,prev_symbol
OR4H10P,OR4H6P,prev_symbol
OR4H11,OR4H6P,prev_symbol
OR4H11P,OR4H6P,prev_symbol
OR4H12,OR4H12P,prev_symbol
OR4H1P,OR4H6P,prev_symbol
OR4H2,OR4H6P,prev_symbol
OR4H2P,OR4H6P,prev_symbol
OR4H3,OR4H6P,prev_symbol
OR4H3P,OR4H6P,prev_symbol
OR4H4,OR4H6P,prev_symbol
OR4H4P,OR4H6P,prev_symbol
OR4H5,OR4H6P,prev_symbol
OR4H5P,OR4H6P,prev_symbol
OR4H6,OR4H6P,alias_symbol
OR4H7,OR4H6P,prev_symbol
OR4H7P,OR4H6P,prev_symbol
OR4H8,OR4H6P,prev_symbol
OR4H8P,OR4H6P,prev_symbol
OR4H9,OR4H6P,alias_symbol
OR4H9P,OR4H6P,prev_symbol
OR4K10P,OR4K7P,prev_symbol
OR4K15Q,OR4K15,alias_symbol
OR4K3P,OR4K3,prev_symbol
OR4K9P,OR4K8P,prev_symbol
OR4L2P,OR4L1,prev_symbol
OR4P3P,OR4P4,prev_symbol
OR4Q2P,OR4Q2,prev_symbol
OR4Q4,OR4Q3,prev_symbol
OR4S2P,OR4S2,prev_symbol
OR5-39,OR4H6P,alias_symbol
OR5-40,OR2B6,alias_symbol
OR5-41,OR2B6,alias_symbol
OR5-84,OR4H6P,alias_symbol
OR51A11P,OR51A10P,prev_symbol
OR51A12,OR51V1,prev_symbol
OR51A13,OR51A10P,prev_symbol
OR51B1P,OR51B2,prev_symbol
OR51C1P,OR51C1,prev_symbol
OR51C2P,OR51C1,prev_symbol
OR51C3P,OR51C1,prev_symbol
OR51D1Q,OR51D1,alias_symbol
OR51E1P,OR51E1,prev_symbol
OR51F1P,OR51F1,prev_symbol
OR51G3P,OR51G1,prev_symbol
OR51H1P,OR51H1,prev_symbol
OR51J1P,OR51J1,prev_symbol
OR51J2,OR51J1,prev_symbol
OR51P2P,OR51P1P,prev_symbol
OR52A3P,OR51E1,prev_symbol
OR52A4,OR52A4P,prev_symbol
OR52E1P,OR52E1,prev_symbol
OR52J4P,OR52J2P,prev_symbol
OR52L2,OR52L2P,prev_symbol
OR52M1P,OR52M1,prev_symbol
OR52M4,OR52M2P,prev_symbol
OR52N5Q,OR52N5,alias_symbol
OR52P1P,OR52P1,prev_symbol
OR52W1P,OR52W1,prev_symbol
OR52Y2P,OR52Y1P,prev_symbol
OR52Z1P,OR52Z1,prev_symbol
OR55B2P,OR55B1P,prev_symbol
OR55C1P,OR55B1P,prev_symbol
OR56A3P,OR56A3,prev_symbol
OR56A5P,OR56A5,prev_symbol
OR56A6,OR56A3,prev_symbol
OR56B1P,OR56B1,prev_symbol
OR56B2P,OR56B2,prev_symbol
OR5A1P,OR5A1,prev_symbol
OR5AC1P,OR5AC1,prev_symbol
OR5AK3,OR5AK3P,prev_symbol
OR5AK5P,OR5AK1P,prev_symbol
OR5AL1P,OR5AL1,prev_symbol
OR5AT1,OR14A16,prev_symbol
OR5AV1,OR14L1,prev_symbol
OR5AV1P,OR14L1,prev_symbol
OR5AX1,OR14A2,prev_symbol
OR5AX1P,OR14A2,prev_symbol
OR5AY1,OR14K1,prev_symbol
OR5B10,OR5B10P,prev_symbol
OR5B11,OR5B10P,prev_symbol
OR5B11P,OR5B10P,prev_symbol
OR5B12P,OR5B12,prev_symbol
OR5B13,OR5B3,prev_symbol
OR5B14P,OR5B1P,prev_symbol
OR5B16,OR5B12,prev_symbol
OR5B18P,OR5B10P,prev_symbol
OR5B20P,OR5B17,prev_symbol
OR5B4P,OR5B10P,prev_symbol
OR5B5,OR5B1P,prev_symbol
OR5B5P,OR5B1P,prev_symbol
OR5B6,OR5B1P,prev_symbol
OR5B6P,OR5B1P,prev_symbol
OR5B7,OR5B1P,prev_symbol
OR5B7P,OR5B1P,prev_symbol
OR5B8,OR5B1P,prev_symbol
OR5B8P,OR5B1P,prev_symbol
OR5B9,OR5B1P,prev_symbol
OR5B9P,OR5B1P,prev_symbol
OR5BF1,OR14C36,prev_symbol
OR5BG1P,OR9M1P,prev_symbol
OR5BH2P,OR5BH1P,prev_symbol
OR5BQ2P,OR5BQ1P,prev_symbol
OR5BS1P,OR5BS1,prev_symbol
OR5BU1,OR14I1,prev_symbol
OR5BU1P,OR14I1,prev_symbol
OR5C2P,OR5C1,prev_symbol
OR5D10P,OR5D2P,prev_symbol
OR5D11,OR5D2P,prev_symbol
OR5D11P,OR5D2P,prev_symbol
OR5D12,OR5D2P,prev_symbol
OR5D12P,OR5D2P,prev_symbol
OR5D1P,OR5D2P,prev_symbol
OR5D3P,OR5D3,prev_symbol
OR5D4,OR5D3,prev_symbol
OR5D5P,OR5D2P,prev_symbol
OR5D6P,OR5D2P,prev_symbol
OR5D7P,OR5D2P,prev_symbol
OR5D8P,OR5D2P,prev_symbol
OR5D9P,OR5D2P,prev_symbol
OR5E1,OR5E1P,prev_symbol
OR5G2P,OR5G1P,prev_symbol
OR5G3P,OR5G3,prev_symbol
OR5G6P,OR5G3,prev_symbol
OR5H8P,OR5H8,prev_symbol
OR5J1,OR5J1P,prev_symbol
OR5J6P,OR9S24P,prev_symbol
OR5M15P,OR5M14P,prev_symbol
OR5R1,OR8U3,prev_symbol
OR5R1P,OR8U3,prev_symbol
OR5T1P,OR5T1,prev_symbol
OR5T3Q,OR5T3,alias_symbol
OR5U1,OR14J1,prev_symbol
OR5W2P,OR5W2,prev_symbol
OR5W3P,OR5W2,prev_symbol
OR6-1,OR2B2,alias_symbol
OR6-2,OR2H1,alias_symbol
OR6-3,OR2H4P,alias_symbol
OR6-31,OR2B6,alias_symbol
OR6-4,OR2B3,alias_symbol
OR6-5,OR2J1,alias_symbol
OR6-55,OR5B1P,alias_symbol
OR6-57,OR5B1P,alias_symbol
OR6-6,OR2J3,alias_symbol
OR6-7,OR2N1P,alias_symbol
OR6-8,OR2J2,alias_symbol
OR6-9,OR2J4P,alias_symbol
OR6A1,OR6A2,prev_symbol
OR6A2P,OR6A2,prev_symbol
OR6B2P,OR6B2,prev_symbol
OR6B3P,OR6B3,prev_symbol
OR6B3Q,OR6B3,alias_symbol
OR6C67,OR6C2,alias_symbol
OR6DG,OR7E22P,alias_symbol
OR6J1P,OR6J1,prev_symbol
OR6J2,OR6J1,prev_symbol
OR6S1Q,OR6S1,alias_symbol
OR6U1P,OR6U2P,prev_symbol
OR6W1,OR6W1P,prev_symbol
OR6Y2,OR6Y1,prev_symbol
OR7-1,OR2F2,alias_symbol
OR7-138,OR2A5,alias_symbol
OR7-139,OR2F1,alias_symbol
OR7-140,OR2F1,alias_symbol
OR7-141,OR2A5,alias_symbol
OR7-2,OR2Q1P,alias_symbol
OR7-3,OR6B1,alias_symbol
OR7A11,OR7A11P,prev_symbol
OR7A12P,OR7A3P,prev_symbol
OR7A13P,OR7A3P,prev_symbol
OR7A14,OR7A3P,prev_symbol
OR7A14P,OR7A3P,prev_symbol
OR7A16P,OR7A15P,prev_symbol
OR7A2,OR7A2P,prev_symbol
OR7A20P,OR7A15P,prev_symbol
OR7A4P,OR7A15P,prev_symbol
OR7A6P,OR7A1P,prev_symbol
OR7A7,OR7A2P,prev_symbol
OR7A9P,OR7A8P,prev_symbol
OR7C3,OR7C2,prev_symbol
OR7C4,OR7C1,prev_symbol
OR7D3,OR7D1P,prev_symbol
OR7D3P,OR7D1P,prev_symbol
OR7D4P,OR7D4,prev_symbol
OR7E102,OR7E102P,prev_symbol
OR7E107P,OR7E28P,prev_symbol
OR7E119P,OR7E36P,prev_symbol
OR7E120,OR7E35P,prev_symbol
OR7E123P,OR7E90P,prev_symbol
OR7E127P,OR7E21P,prev_symbol
OR7E131P,OR7E93P,prev_symbol
OR7E132P,OR7E53P,prev_symbol
OR7E133P,OR7E28P,prev_symbol
OR7E134P,OR7E83P,prev_symbol
OR7E137P,OR7E59P,prev_symbol
OR7E138P,OR7E39P,prev_symbol
OR7E139P,OR7E136P,prev_symbol
OR7E141,OR7E47P,alias_symbol
OR7E144P,OR7E11P,prev_symbol
OR7E147P,OR7E136P,prev_symbol
OR7E150P,OR7E148P,prev_symbol
OR7E151P,OR7E14P,prev_symbol
OR7E17P,OR7E16P,prev_symbol
OR7E20P,OR7E66P,prev_symbol
OR7E24P,OR7E24,prev_symbol
OR7E24Q,OR7E24,alias_symbol
OR7E27P,OR7E28P,prev_symbol
OR7E32P,OR7E31P,prev_symbol
OR7E3P,OR7E87P,prev_symbol
OR7E40P,OR7E106P,prev_symbol
OR7E42P,OR7E15P,prev_symbol
OR7E49P,OR7E21P,prev_symbol
OR7E50P,OR7E41P,prev_symbol
OR7E51P,OR7E2P,prev_symbol
OR7E54P,OR7E84P,prev_symbol
OR7E56P,OR7E55P,prev_symbol
OR7E58P,OR7E12P,prev_symbol
OR7E59,OR7E59P,prev_symbol
OR7E60P,OR7E16P,prev_symbol
OR7E61,OR7E18P,prev_symbol
OR7E62,OR7E62P,alias_symbol
OR7E63,OR7E62P,alias_symbol
OR7E63P,OR7E62P,prev_symbol
OR7E64,OR7E62P,alias_symbol
OR7E64P,OR7E62P,prev_symbol
OR7E65,OR7E19P,prev_symbol
OR7E67P,OR7E26P,prev_symbol
OR7E68P,OR7E26P,prev_symbol
OR7E69P,OR7E26P,prev_symbol
OR7E6P,OR7E66P,prev_symbol
OR7E70P,OR7E26P,prev_symbol
OR7E71P,OR7E110P,prev_symbol
OR7E72P,OR7E110P,prev_symbol
OR7E73P,OR7E110P,prev_symbol
OR7E74P,OR7E110P,prev_symbol
OR7E75P,OR7E110P,prev_symbol
OR7E76,OR7E38P,prev_symbol
OR7E78,OR7E53P,prev_symbol
OR7E78P,OR7E53P,prev_symbol
OR7E79P,OR7E12P,prev_symbol
OR7E80P,OR7E15P,prev_symbol
OR7E82P,OR7E62P,prev_symbol
OR7E88P,OR7E85P,prev_symbol
OR7E92P,OR7E23P,prev_symbol
OR7E95P,OR7E41P,prev_symbol
OR7E98P,OR7E18P,prev_symbol
OR7F2P,OR7E2P,prev_symbol
OR7F3P,OR7E87P,prev_symbol
OR7F4P,OR7E4P,prev_symbol
OR7F5P,OR7E5P,prev_symbol
OR7F6P,OR7E41P,prev_symbol
OR7G1P,OR7G1,prev_symbol
OR7H1,OR7H1P,alias_symbol
OR8-122,OR5B1P,alias_symbol
OR8-123,OR5B1P,alias_symbol
OR8-125,OR5D2P,alias_symbol
OR8-126,OR7E41P,alias_symbol
OR8-127,OR5D2P,alias_symbol
OR8B11P,OR8B1P,prev_symbol
OR8B13P,OR8B7P,prev_symbol
OR8B4P,OR8B4,prev_symbol
OR8C3P,OR8C1P,prev_symbol
OR8C4P,OR8C1P,prev_symbol
OR8D3,OR8D1,prev_symbol
OR8G1P,OR8G1,prev_symbol
OR8G2,OR8G2P,prev_symbol
OR8G3P,OR8G3,prev_symbol
OR8G4,OR8G2P,prev_symbol
OR8G5P,OR8G5,prev_symbol
OR8G6,OR8G5,prev_symbol
OR8J2P,OR8J2,prev_symbol
OR9-A,OR1Q1,alias_symbol
OR9-B,OR1B1,alias_symbol
OR9-C,OR1L1,alias_symbol
OR9-D,OR1L3,alias_symbol
OR9-E,OR1L4,alias_symbol
OR9-F,OR5C1,alias_symbol
OR912-106,OR8C1P,alias_symbol
OR912-108,OR7E110P,alias_symbol
OR912-109,OR7E110P,alias_symbol
OR912-110,OR7E110P,alias_symbol
OR912-45,OR8C1P,alias_symbol
OR912-46,OR7E110P,alias_symbol
OR912-47,OR5D2P,alias_symbol
OR912-91,OR5D2P,alias_symbol
OR912-92,OR5B1P,alias_symbol
OR912-94,OR5D2P,alias_symbol
OR912-95,OR7E26P,alias_symbol
OR93,OR5G1P,alias_symbol
OR9A1,OR9A1P,prev_symbol
OR9A6P,OR9A3P,prev_symbol
OR9G5,OR9G1,prev_symbol
OR9G6,OR9G2P,prev_symbol
OR9H1P,OR9H1,prev_symbol
OR9L2P,OR9L1P,prev_symbol
OR9P2P,OR9P1P,prev_symbol
OR9Q2P,OR9Q2,prev_symbol
ORAOV1,LTO1,prev_symbol
ORAOV1P1,LTO1P1,prev_symbol
ORAOV2,ANO1,prev_symbol
ORB3,MIEN1,alias_symbol
ORC1L,ORC1,prev_symbol
ORC2L,ORC2,prev_symbol
ORC3L,ORC3,prev_symbol
ORC4L,ORC4,prev_symbol
ORC4P,ORC4,alias_symbol
ORC5L,ORC5,prev_symbol
ORC5P,ORC5,alias_symbol
ORC5T,ORC5,alias_symbol
ORC6L,ORC6,prev_symbol
ORCA,LRWD1,alias_symbol
ORCAM,CDON,alias_symbol
ORCTL2,SLC67A1,prev_symbol
ORCTL2S,SLC67A1-AS,prev_symbol
ORCTL3,SLC22A13,prev_symbol
ORCTL4,SLC22A14,prev_symbol
OREBP,NFAT5,alias_symbol
ORF,ATP6AP1,alias_symbol
ORF-Y,POLGARF,alias_symbol
ORF1,AHI1,alias_symbol
ORF1-FL49,CYSTM1,alias_symbol
ORF19,SUGCT,alias_symbol
ORF20,MPLKIP,alias_symbol
ORF26,SHISA8,alias_symbol
ORF3,ASZ1,alias_symbol
ORF34,FAM120C,alias_symbol
ORF4,CTTNBP2,alias_symbol
ORF9,FAM3B,alias_symbol
ORFX,BRD3,alias_symbol
ORIL,MT-OLR,alias_symbol
ORL1,OPRL1,alias_symbol
ORL206,OR8G2P,alias_symbol
ORL486,OR8G2P,alias_symbol
ORLP1,VN1R7P,prev_symbol
ORLP2,VN1R8P,prev_symbol
ORM,ATP5F1A,alias_symbol
ORNT1,SLC25A15,prev_symbol
ORNT2,SLC25A2,alias_symbol
ORP-1,OSBPL1A,alias_symbol
ORP-11,OSBPL11,alias_symbol
ORP-2,OSBPL2,alias_symbol
ORP-3,OSBPL3,alias_symbol
ORP-4,OSBP2,alias_symbol
ORP1,OSBPL1A,alias_symbol
ORP11,OSBPL11,alias_symbol
ORP150,HYOU1,alias_symbol
ORP3,OSBPL3,alias_symbol
ORP4,OSBP2,alias_symbol
ORP5,OSBPL5,alias_symbol
ORP6,OSBPL6,alias_symbol
ORP7,OSBPL7,alias_symbol
ORP8,OSBPL8,alias_symbol
ORW,ENG,prev_symbol
ORW1,ENG,prev_symbol
ORW2,ACVRL1,prev_symbol
ORXR1,HCRTR1,alias_symbol
ORXR2,HCRTR2,alias_symbol
OS,MID1,alias_symbol
OS-9,OS9,alias_symbol
OS4,CTDSP2,alias_symbol
OSAP,MGARP,alias_symbol
OSBP1,OSBP,alias_symbol
OSBP10,OSBPL8,alias_symbol
OSBP3,OSBPL3,prev_symbol
OSBPL1,OSBP2,prev_symbol
OSBPL1B,OSBPL1A,prev_symbol
OSC,LSS,alias_symbol
OSCP,ITGBL1,alias_symbol
OSEG6,WDR19,alias_symbol
OSER1-AS1,OSER1-DT,prev_symbol
OSF,OSTF1,alias_symbol
OSF-2,POSTN,alias_symbol
OSGEP1,OSGEP,alias_symbol
OSGEPL,OSGEPL1,alias_symbol
OSIL,SQSTM1,prev_symbol
OSM-1,IFT172,alias_symbol
OSM-3,KIF17,alias_symbol
OSMR-AS1,OSMR-DT,prev_symbol
OSMRB,OSMR,alias_symbol
OSMRBETA,OSMR,alias_symbol
OSP,CLDN11,alias_symbol
OSP-L,CLDN10,alias_symbol
OSP94,HSPA4L,alias_symbol
OSRC,RB1,prev_symbol
OSRF,TTC33,alias_symbol
OSSA,FAM120A,alias_symbol
OST,MCF2L,alias_symbol
OST-PTP,PTPRVP,alias_symbol
OST001,OR7E15P,alias_symbol
OST003,OR2M3,alias_symbol
OST004,OR8D1,alias_symbol
OST008,OR2A2,alias_symbol
OST013,OR7E55P,alias_symbol
OST018,OR7E35P,alias_symbol
OST024,OR7E36P,alias_symbol
OST025,OR8A1,alias_symbol
OST032,OR7E29P,alias_symbol
OST034,OR1S1,alias_symbol
OST035,OR7E21P,alias_symbol
OST037,OR2M1P,alias_symbol
OST042,OR7A8P,alias_symbol
OST044,OR1J2,alias_symbol
OST050,OR5M1,alias_symbol
OST058,OR2R1P,alias_symbol
OST073,OR5B2,alias_symbol
OST074,OR10D1P,alias_symbol
OST085,OR7G3,alias_symbol
OST1,RPN1,alias_symbol
OST119,OR7E59P,alias_symbol
OST127,OR7E38P,alias_symbol
OST128,OR7E28P,alias_symbol
OST129,OR5B3,alias_symbol
OST181,OR5A1,alias_symbol
OST182,OR2A14,alias_symbol
OST185,OR7E84P,alias_symbol
OST2,DAD1,alias_symbol
OST205,OR7E31P,alias_symbol
OST208,OR4B1,alias_symbol
OST215,OR7E106P,alias_symbol
OST226,OR1Q1,alias_symbol
OST226OR9-A,OR1Q1,alias_symbol
OST26,OR1H1P,alias_symbol
OST260,OR7G2,alias_symbol
OST262,OR5L1,alias_symbol
OST265,OR2V1,alias_symbol
OST267,OR6C1,alias_symbol
OST363,OR10A2,alias_symbol
OST379,OR7E46P,alias_symbol
OST3A,TUSC3,alias_symbol
OST3B,MAGT1,alias_symbol
OST423,OR2M2,alias_symbol
OST48,DDOST,alias_symbol
OST527,OR7A11P,alias_symbol
OST611,OR2S1P,alias_symbol
OST619,OR2G1P,alias_symbol
OST701,OR10P1,alias_symbol
OST702,OR7E130P,alias_symbol
OST703,OR2T6,alias_symbol
OST704,OR7E115P,alias_symbol
OST705,OR7E90P,alias_symbol
OST706,OR13C7,alias_symbol
OST709,OR6C3,alias_symbol
OST710,OR2M4,alias_symbol
OST711,OR4D10,alias_symbol
OST713,OR2V2,alias_symbol
OST714,OR9I3P,alias_symbol
OST716,OR7E117P,alias_symbol
OST717,OR10J4,alias_symbol
OST718,OR2W3,alias_symbol
OST719,OR7E122P,alias_symbol
OST721,OR7E109P,alias_symbol
OST722,OR2W5,alias_symbol
OST723,OR2T7,alias_symbol
OST724,OR4D7P,alias_symbol
OST725,OR4S2,alias_symbol
OST726,OR7E108P,alias_symbol
OST730,OR5P4P,alias_symbol
OST731,OR6F1,alias_symbol
OST733,OR7E116P,alias_symbol
OST734,OR51C1,alias_symbol
OST740,OR5BJ1P,alias_symbol
OST741,OR13E1P,alias_symbol
OST742,OR2C3,alias_symbol
OST743,OR5B12,alias_symbol
OSTALPHA,SLC51A,alias_symbol
OSTBETA,SLC51B,alias_symbol
OSTCL,OSTCP1,prev_symbol
OSTEOADHERIN,OMD,alias_symbol
OSTERIX,SP7,alias_symbol
OSTF1P,OSTF1P1,prev_symbol
OSX,SP7,alias_symbol
OT,OXT,prev_symbol
OT-NPI,OXT,alias_symbol
OT7T022,NPFFR1,alias_symbol
OTAG-12,FAM32A,alias_symbol
OTC1,OTC,alias_symbol
OTCASE,OTC,alias_symbol
OTCD,OTC,alias_symbol
OTDC1,OTUD1,prev_symbol
OTEX,RHOXF1,alias_symbol
OTF1,POU2F1,prev_symbol
OTF2,POU2F2,prev_symbol
OTF3,POU5F1,prev_symbol
OTF3C,POU5F1B,alias_symbol
OTF3L,POU5F1P3,prev_symbol
OTF3P1,POU5F1B,prev_symbol
OTF6,POU3F1,prev_symbol
OTF7,POU3F2,prev_symbol
OTF8,POU3F3,alias_symbol
OTF9,POU3F4,alias_symbol
OTGN,OTOG,alias_symbol
OTK18,ZNF175,alias_symbol
OTK4,FKBP1B,alias_symbol
OTLX2,PITX2,alias_symbol
OTM,CLDN11,prev_symbol
OTOSP,OTOS,alias_symbol
OTR,OXTR,alias_symbol
OTRPC4,TRPV4,alias_symbol
OTT,RBM15,alias_symbol
OTT1,RBM15,alias_symbol
OTT3,RBM15B,alias_symbol
OTTHUMG00000001887,AADACL3,alias_symbol
OTTHUMG00000001889,AADACL4,alias_symbol
OTTHUMG00000001927,PRAMEF12,alias_symbol
OTTHUMG00000007909,PRAMEF17,alias_symbol
OTTHUMG00000007911,PRAMEF20,alias_symbol
OTTHUMG00000007916,PRAMEF14,alias_symbol
OTTHUMG00000007919,PRAMEF19,alias_symbol
OTTHUMG00000007921,PRAMEF15,alias_symbol
OTTHUMG00000013164,SPATA31A3,alias_symbol
OTTHUMG00000013204,SPATA31A5,alias_symbol
OTTHUMG00000013224,SPATA31A6,alias_symbol
OTTHUMG00000013267,FAM27D1,alias_symbol
OTTHUMG00000013332,FOXD4L5,alias_symbol
OTTHUMG00000013337,FOXD4L4,alias_symbol
OTTHUMG00000018113,BMS1P2,alias_symbol
OTTHUMG00000018142,BMS1P2,alias_symbol
OTTHUMG00000018163,BMS1P7,alias_symbol
OTTHUMG00000018237,CTSLP4,alias_symbol
OTTHUMG00000018478,BMS1P4,alias_symbol
OTTHUMG00000018662,BMS1P3,alias_symbol
OTTHUMG00000019597,CNTLN,alias_symbol
OTTHUMG00000019959,FOXD4L3,alias_symbol
OTTHUMG00000020142,CDC20P1,alias_symbol
OTTHUMG00000020980,LRRC26,alias_symbol
OTTHUMG00000021016,HACD4,alias_symbol
OTTHUMG00000021061,LINC00106,alias_symbol
OTTHUMG00000021331,TAB3-AS1,alias_symbol
OTTHUMG00000021429,LINC01545,alias_symbol
OTTHUMG00000021515,PYY3,alias_symbol
OTTHUMG00000021960,PABPC5-AS1,alias_symbol
OTTHUMG00000024136,GAGE10,alias_symbol
OTTHUMG00000024137,GAGE12J,alias_symbol
OTTHUMG00000024138,GAGE13,alias_symbol
OTTHUMG00000024142,GAGE12B,alias_symbol
OTTHUMG00000024144,GAGE12C,alias_symbol
OTTHUMG00000024145,GAGE12D,alias_symbol
OTTHUMG00000024146,GAGE12E,alias_symbol
OTTHUMG00000024147,GAGE12F,alias_symbol
OTTHUMG00000024148,GAGE12G,alias_symbol
OTTHUMG00000024149,GAGE12H,alias_symbol
OTTHUMG00000032046,KRT18P3,alias_symbol
OTTHUMG00000032705,KRT18P4,alias_symbol
OTTHUMG00000066752,FOXD4L4,alias_symbol
OTTHUMG00000066820,ZNG1F,alias_symbol
OTTHUMG00000066822,FOXD4L6,alias_symbol
OTTHUMG00000066855,ANKRD20A4P,alias_symbol
OTTHUMG00000067149,FAM74A3,alias_symbol
OTTHUMG00000067194,ZNG1F,alias_symbol
OTTHUMG00000067390,GAGE12I,alias_symbol
OTTHUMG00000074107,PDZK1P1,alias_symbol
OTTHUMG00000078062,KRT18P2,alias_symbol
OTTHUMG00000086553,MAS1LP1,alias_symbol
OTTHUMG00000086663,TMEM183AP1,alias_symbol
OTTHUMG00000086707,ZDHHC20P1,alias_symbol
OTTHUMG00000130506,MCCD1P1,alias_symbol
OTTHUMG00000133740,ZDHHC20P2,alias_symbol
OTTHUMG00000135122,KRT8P2,alias_symbol
OTTHUMG00000140156,RPL35AP4,alias_symbol
OTTHUMP00000017061,CALHM6,alias_symbol
OTTHUMP00000017062,CALHM6,alias_symbol
OTTHUMT00000008157,PRAMEF20,alias_symbol
OTTHUMT00000038524,PDZK1P1,alias_symbol
OTTHUMT00000055574,LINC00685,alias_symbol
OTTHUMT00000055623,LINC00102,alias_symbol
OTTHUMT00000056510,SSX4B,alias_symbol
OTTHUMT00000075032,SDF2L1,alias_symbol
OTUD2,YOD1,alias_symbol
OTUD7,OTUD7A,prev_symbol
OTUD7C,TNFAIP3,alias_symbol
OTX2OS1,OTX2-AS1,alias_symbol
OTX2P,OTX2P1,prev_symbol
OTX3,DMBX1,prev_symbol
OUT,TCF23,alias_symbol
OV-1,PTP4A2,alias_symbol
OVAL,OVAAL,alias_symbol
OVASIN,KLK8,alias_symbol
OVASTACIN,ASTL,alias_symbol
OVC10-2,TSHZ2,alias_symbol
OVCA1,DPH1,alias_symbol
OVCH,OVCH1,alias_symbol
OVCOV1,SLC35H1,prev_symbol
OVD1A,BCKDHA,prev_symbol
OVD1B,BCKDHB,alias_symbol
OVM,OVOS1P,alias_symbol
OVOS1B,OVOS1BP,prev_symbol
OVTN,OVCH2,alias_symbol
OX,HCRT,alias_symbol
OX-2,CD200,alias_symbol
OX-40L,TNFSF4,alias_symbol
OX1R,HCRTR1,alias_symbol
OX2R,HCRTR2,alias_symbol
OX40,TNFRSF4,alias_symbol
OXA1,OXA1L,alias_symbol
OXA1L1,OXA1L,alias_symbol
OXA1L2,COX18,alias_symbol
OXCT,OXCT1,prev_symbol
OXCT2P,OXCT2P1,prev_symbol
OXPAT,PLIN5,alias_symbol
OXR2,HCRTR2,alias_symbol
OXS1,CCDC124,alias_symbol
OXT-NPI,OXT,alias_symbol
OY-TES-1,ACRBP,alias_symbol
OZF,ZNF146,alias_symbol
OZRF1,ZNF260,alias_symbol
OZZ,NEURL2,alias_symbol
OZZ-E3,NEURL2,alias_symbol
P,OCA2,prev_symbol
P(K),A4GALT,alias_symbol
P-170,ABCB1,alias_symbol
P-450AROM,CYP19A1,alias_symbol
P-450C18,CYP11B2,alias_symbol
P-B,SMR3B,alias_symbol
P-CIP1,RASSF9,alias_symbol
P-DLG,DLG5,alias_symbol
P-GP,ABCB1,alias_symbol
P-LAP,LNPEP,alias_symbol
P-PST,SULT1A1,alias_symbol
