context,refit_context,rule,pathway,overlap_k,pathway_size_K,de_set_size_n,universe_N,pvalue,overlap_genes,qvalue_BH
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Homologous_Recombination,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,PI3K_AKT_signaling,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,p53_signaling,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Chemokine_signaling,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Cytokine_receptor_interaction,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Antigen_processing_presentation,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,PDL1_PD1_checkpoint,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Neuroactive_ligand_receptor,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Prostate_cancer,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Bladder_cancer,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Renal_cell_carcinoma,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Epigenetic_Regulation,0,0,2237,14835,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Cell_Cycle,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Apoptosis,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,HIF1_signaling,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,VEGF_signaling,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Homologous_Recombination,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,PI3K_AKT_signaling,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,p53_signaling,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Chemokine_signaling,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Cytokine_receptor_interaction,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Antigen_processing_presentation,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,PDL1_PD1_checkpoint,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Neuroactive_ligand_receptor,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Prostate_cancer,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Bladder_cancer,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Renal_cell_carcinoma,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,q<0.05 & logFC>0.5,Epigenetic_Regulation,0,0,1722,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Cell_Cycle,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Apoptosis,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,HIF1_signaling,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,VEGF_signaling,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Homologous_Recombination,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,PI3K_AKT_signaling,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,p53_signaling,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Chemokine_signaling,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Cytokine_receptor_interaction,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Antigen_processing_presentation,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,PDL1_PD1_checkpoint,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Neuroactive_ligand_receptor,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Prostate_cancer,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Bladder_cancer,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Renal_cell_carcinoma,0,0,1825,13858,1.0,,1.0
NEPC_DNMT,NEPC_DNMT,p<0.05 & logFC>0.5,Epigenetic_Regulation,0,0,1825,13858,1.0,,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Cell_Cycle,13,19,141,488,0.00031302902470614543,ATR; AURKB; BUB1; BUB1B; CDC7; CDK1; CDK2; CHEK1; CHEK2; PKMYT1; PLK1; PRKDC; TTK,0.005634522444710618
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Apoptosis,1,19,141,488,0.9986741377675846,EIF2AK3,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,HIF1_signaling,4,27,141,488,0.9763214763649717,ERBB2; PDK1; PGK1; RPS6KB2,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,VEGF_signaling,1,19,141,488,0.9986741377675846,MAPK13,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Homologous_Recombination,0,0,141,488,1.0,,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,PI3K_AKT_signaling,8,54,141,488,0.9967685728912165,CDK2; EPHA2; ERBB2; ERBB3; FGFR3; MET; RPS6KB2; SYK,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,p53_signaling,5,7,141,488,0.023587292089449433,ATR; CDK1; CDK2; CHEK1; CHEK2,0.2122856288050449
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Chemokine_signaling,4,35,141,488,0.9972218621209616,FGR; GRK2; PRKCZ; PTK2B,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Cytokine_receptor_interaction,3,13,141,488,0.7759645342268404,ACVR1B; ACVR2B; BMPR1B,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Antigen_processing_presentation,0,0,141,488,1.0,,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,PDL1_PD1_checkpoint,3,28,141,488,0.995587804862914,MAP2K6; MAPK13; RPS6KB2,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,1,141,488,1.0,,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,0,141,488,1.0,,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Neuroactive_ligand_receptor,0,0,141,488,1.0,,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Prostate_cancer,2,23,141,488,0.9965370920383472,CDK2; ERBB2,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Bladder_cancer,2,16,141,488,0.9699497893887414,ERBB2; FGFR3,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Renal_cell_carcinoma,3,16,141,488,0.8873521930722365,MET; PAK4; PAK6,1.0
MIBC,MIBC_KINOME,q<0.05 & logFC>0.5,Epigenetic_Regulation,0,4,141,488,1.0,,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Cell_Cycle,14,19,162,488,0.0002776636735367561,ATR; AURKB; BUB1; BUB1B; CDC7; CDK1; CDK2; CDK4; CHEK1; CHEK2; PKMYT1; PLK1; PRKDC; TTK,0.004997946123661609
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Apoptosis,3,19,162,488,0.977332216236972,EIF2AK3; IKBKB; MAP2K2,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,HIF1_signaling,6,27,162,488,0.93165440735473,ERBB2; MAP2K2; MTOR; PDK1; PGK1; RPS6KB2,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,VEGF_signaling,3,19,162,488,0.977332216236972,MAP2K2; MAPK13; MAPKAPK3,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Homologous_Recombination,0,0,162,488,1.0,,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,PI3K_AKT_signaling,13,54,162,488,0.9547499584714596,CDK2; CDK4; EPHA2; ERBB2; ERBB3; FGFR3; IKBKB; MAP2K2; MET; MTOR; PKN3; RPS6KB2; SYK,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,p53_signaling,6,7,162,488,0.006357437751236892,ATR; CDK1; CDK2; CDK4; CHEK1; CHEK2,0.05721693976113203
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Chemokine_signaling,8,35,162,488,0.9414058954211695,FGR; GRK2; GRK3; GRK6; GSK3A; IKBKB; PRKCZ; PTK2B,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Cytokine_receptor_interaction,3,13,162,488,0.8624288372683047,ACVR1B; ACVR2B; BMPR1B,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Antigen_processing_presentation,0,0,162,488,1.0,,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,PDL1_PD1_checkpoint,6,28,162,488,0.9463318947253705,IKBKB; MAP2K2; MAP2K6; MAPK13; MTOR; RPS6KB2,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Pentose_phosphate_pathway,1,1,162,488,0.33196721311475413,G6PD,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,0,162,488,1.0,,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Neuroactive_ligand_receptor,0,0,162,488,1.0,,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Prostate_cancer,5,23,162,488,0.9271649181017059,CDK2; ERBB2; IKBKB; MAP2K2; MTOR,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Bladder_cancer,4,16,162,488,0.8355243133175622,CDK4; ERBB2; FGFR3; MAP2K2,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Renal_cell_carcinoma,4,16,162,488,0.8355243133175622,MAP2K2; MET; PAK4; PAK6,1.0
MIBC,MIBC_KINOME,p<0.05 & logFC>0.5,Epigenetic_Regulation,0,4,162,488,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Cell_Cycle,0,156,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Apoptosis,0,129,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,HIF1_signaling,0,105,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,VEGF_signaling,0,52,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Homologous_Recombination,0,40,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,PI3K_AKT_signaling,0,313,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,p53_signaling,0,72,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Chemokine_signaling,0,174,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Cytokine_receptor_interaction,0,233,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Antigen_processing_presentation,0,68,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,PDL1_PD1_checkpoint,0,84,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,27,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,48,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Neuroactive_ligand_receptor,0,237,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Prostate_cancer,0,100,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Bladder_cancer,0,40,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Renal_cell_carcinoma,0,65,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,q<0.05 & logFC>0.5,Epigenetic_Regulation,0,90,0,21221,1.0,,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Cell_Cycle,2,156,477,21221,0.8687395441538066,CDKN2C; SGO1,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Apoptosis,0,129,477,21221,1.0,,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,HIF1_signaling,2,105,477,21221,0.686971125623328,EPO; TIMP1,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,VEGF_signaling,0,52,477,21221,1.0,,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Homologous_Recombination,1,40,477,21221,0.597562156693088,POLD4,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,PI3K_AKT_signaling,9,313,477,21221,0.2731277518290276,COL6A6; COL9A3; EFNA5; EPO; ITGB4; LAMB3; LPAR2; PGF; PIK3R6,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,p53_signaling,1,72,477,21221,0.8059499173164841,STEAP3,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Chemokine_signaling,1,174,477,21221,0.981167135109544,PIK3R6,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Cytokine_receptor_interaction,7,233,477,21221,0.27127025680503486,EPO; IL1R2; IL22RA1; TNFRSF17; TNFRSF18; TNFRSF4; TNFRSF8,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Antigen_processing_presentation,0,68,477,21221,1.0,,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,PDL1_PD1_checkpoint,0,84,477,21221,1.0,,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,27,477,21221,1.0,,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Arachidonic_acid_metabolism,1,48,477,21221,0.6646116499977319,PLB1,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Neuroactive_ligand_receptor,5,237,477,21221,0.6186041235894377,FPR1; GRIN2D; LPAR2; OPRL1; UTS2,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Prostate_cancer,2,100,477,21221,0.6609834658994933,IL1R2; MMP9,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Bladder_cancer,2,40,477,21221,0.2267090269999758,DAPK2; MMP9,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Renal_cell_carcinoma,0,65,477,21221,1.0,,1.0
ccRCC,ccRCC_METS,p<0.05 & logFC>0.5,Epigenetic_Regulation,0,90,477,21221,1.0,,1.0
HLRCC,HLRCC,q<0.05 & logFC>0.5,Cell_Cycle,63,155,2189,22438,2.1467197129956515e-24,ANAPC1; ATM; AURKB; BUB1; BUB1B; BUB3; CCNA2; CCNB1; CCNB2; CCND3; CCNE1; CCNE2; CDC20; CDC25A; CDC25C; CDC27; CDC45; CDC6; CDC7; CDCA5; CDK1; CDK2; CDK4; CDKN2A; CDT1; CHEK1; CHEK2; DBF4; DDX11; E2F1; E2F2; ESCO2; ESPL1; GSK3B; MAD1L1; MAD2L1; MCM2; MCM3; MCM4; MCM6; MCM7; MDM2; MYC; NDC80; ORC1; ORC2; ORC6; PCNA; PDS5A; PKMYT1; PLK1; PRKDC; PTTG1; RAD21; RBL1; SFN; SGO1; TGFB1; TICRR; TP53; TRIP13; TTK; YWHAG,3.864095483392173e-23
HLRCC,HLRCC,q<0.05 & logFC>0.5,Apoptosis,23,134,2189,22438,0.005231789974473593,APAF1; ATM; BAX; BBC3; BCL2L1; BIRC5; CASP2; CASP8; CTSC; FAS; HRK; HTRA2; ITPR3; LMNB1; LMNB2; PARP1; PIK3R2; TNFRSF10B; TNFRSF1A; TP53; TUBA1B; TUBA3D; TUBA4A,0.018834443908104934
HLRCC,HLRCC,q<0.05 & logFC>0.5,HIF1_signaling,16,101,2189,22438,0.03529646234041774,ALDOA; EGFR; EGLN3; EIF4EBP1; ENO2; GAPDH; HK2; IL6R; LDHA; LTBR; PDK1; PFKP; PIK3R2; SLC2A1; TIMP1; VHL,0.07941704026593992
HLRCC,HLRCC,q<0.05 & logFC>0.5,VEGF_signaling,3,57,2189,22438,0.9259922102767736,HSPB1; PIK3R2; PPP3R1,0.9259922102767736
HLRCC,HLRCC,q<0.05 & logFC>0.5,Homologous_Recombination,17,40,2189,22438,6.108170988068913e-08,ATM; BLM; BRCA1; BRCA2; BRIP1; EME1; NBN; PALB2; POLD1; POLD4; RAD51; RAD51D; RAD54B; RPA2; SEM1; TOPBP1; XRCC2,3.664902592841348e-07
HLRCC,HLRCC,q<0.05 & logFC>0.5,PI3K_AKT_signaling,45,310,2189,22438,0.004497418666792352,ATF2; BCL2L1; BRCA1; CCND3; CCNE1; CCNE2; CDK2; CDK4; COL1A1; COL6A2; CREB5; DDIT4; EFNA2; EFNA3; EGFR; EIF4EBP1; FN1; G6PC3; GRB2; GSK3B; HSP90B1; IFNAR2; IL6R; IL7; ITGA3; ITGB1; ITGB3; JAK1; LAMA3; LAMC1; LPAR2; MDM2; MET; MYB; MYC; OSMR; PIK3R2; PIK3R6; PPP2R2C; RPTOR; SPP1; TGFA; TP53; VWF; YWHAG,0.018834443908104934
HLRCC,HLRCC,q<0.05 & logFC>0.5,p53_signaling,29,73,2189,22438,1.069560566641731e-11,APAF1; ATM; BAX; BBC3; BCL2L1; CASP8; CCNB1; CCNB2; CCND3; CCNE1; CCNE2; CDK1; CDK2; CDK4; CDKN2A; CHEK1; CHEK2; COP1; FAS; GTSE1; IGFBP3; MDM2; RRM2; SESN1; SFN; SHISA5; TNFRSF10B; TP53; ZMAT3,9.626045099775579e-11
HLRCC,HLRCC,q<0.05 & logFC>0.5,Chemokine_signaling,16,172,2189,22438,0.6175645045794065,ADCY3; ADCY7; CXCL16; CXCR4; CXCR5; GNAI2; GRB2; GRK6; GSK3B; LYN; PARD3; PIK3R2; PIK3R6; PLCB3; PLCB4; STAT1,0.7477631083613591
HLRCC,HLRCC,q<0.05 & logFC>0.5,Cytokine_receptor_interaction,24,219,2189,22438,0.30455708171042895,ACVR1; AMH; CSF2RA; CXCL16; CXCR4; CXCR5; EDA2R; FAS; IFNAR2; IL13RA1; IL1RAP; IL6R; IL7; IL9R; INHBB; LTBR; OSMR; RELT; TGFB1; TNFRSF10B; TNFRSF10C; TNFRSF13C; TNFRSF1A; TNFSF9,0.4568356225656434
HLRCC,HLRCC,q<0.05 & logFC>0.5,Antigen_processing_presentation,4,67,2189,22438,0.9028385868210711,PDIA3; RFXANK; TAP1; TAPBP,0.9259922102767736
HLRCC,HLRCC,q<0.05 & logFC>0.5,PDL1_PD1_checkpoint,8,87,2189,22438,0.6231359236344658,CSNK2A1; CSNK2A2; EGFR; EML4; JAK1; PIK3R2; PPP3R1; STAT1,0.7477631083613591
HLRCC,HLRCC,q<0.05 & logFC>0.5,Pentose_phosphate_pathway,7,28,2189,22438,0.015727314197825304,ALDOA; G6PD; PFKP; PGLS; RPE; TALDO1; TKT,0.04044166508012221
HLRCC,HLRCC,q<0.05 & logFC>0.5,Arachidonic_acid_metabolism,6,51,2189,22438,0.3793230076923254,AKR1C3; AKR1C8; ALOXE3; CBR3; CYP2J2; TBXAS1,0.5252164721893736
HLRCC,HLRCC,q<0.05 & logFC>0.5,Neuroactive_ligand_receptor,16,209,2189,22438,0.8764975229759613,ADORA2B; C3; CHRNA1; CHRNA5; GABRE; GLRB; GRID1; GRIN2C; HRH1; LPAR2; LTB4R; LTB4R2; OGFRL1; S1PR4; TSPO; UCN,0.9259922102767736
HLRCC,HLRCC,q<0.05 & logFC>0.5,Prostate_cancer,15,102,2189,22438,0.06995822011168337,CCNE1; CCNE2; CDK2; CREB5; E2F1; E2F2; EGFR; ETV5; GRB2; GSK3B; HSP90B1; MDM2; PIK3R2; TGFA; TP53,0.13991644022336674
HLRCC,HLRCC,q<0.05 & logFC>0.5,Bladder_cancer,9,40,2189,22438,0.013248694087966346,CDK4; CDKN2A; DAPK3; E2F1; E2F2; EGFR; MDM2; MYC; TP53,0.03974608226389904
HLRCC,HLRCC,q<0.05 & logFC>0.5,Renal_cell_carcinoma,10,67,2189,22438,0.11428075821207319,EGLN3; GRB2; MET; PAK2; PIK3R2; SLC2A1; TFE3; TGFA; TGFB1; VHL,0.18700487707430158
HLRCC,HLRCC,q<0.05 & logFC>0.5,Epigenetic_Regulation,13,90,2189,22438,0.09720460898108707,ASXL2; CBX2; DNMT1; DNMT3B; EZH2; KDM5B; KMT2A; NSD2; SETD7; SMARCC1; SMARCE1; TET3; UHRF1,0.17496829616595672
HLRCC,HLRCC,p<0.05 & logFC>0.5,Cell_Cycle,72,155,3259,22438,1.634025610231154e-21,ANAPC1; ATM; AURKB; BUB1; BUB1B; BUB3; CCNA2; CCNB1; CCNB2; CCND3; CCNE1; CCNE2; CDC20; CDC25A; CDC25C; CDC27; CDC45; CDC6; CDC7; CDCA5; CDK1; CDK2; CDK4; CDKN2A; CDKN2B; CDKN2C; CDT1; CHEK1; CHEK2; DBF4; DDX11; E2F1; E2F2; E2F5; ESCO2; ESPL1; GSK3B; MAD1L1; MAD2L1; MAD2L2; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; MDM2; MTBP; MYC; NDC80; ORC1; ORC2; ORC5; ORC6; PCNA; PDS5A; PKMYT1; PLK1; PRKDC; PTTG1; RAD21; RB1; RBL1; SFN; SGO1; SMC3; TGFB1; TICRR; TP53; TRIP13; TTK; YWHAG,2.941246098416077e-20
HLRCC,HLRCC,p<0.05 & logFC>0.5,Apoptosis,30,134,3259,22438,0.009365463785765006,APAF1; ATM; BAX; BBC3; BCL2L1; BIRC5; CASP2; CASP3; CASP8; CTSC; CTSD; DFFA; FAS; HRK; HTRA2; ITPR3; LMNB1; LMNB2; NOL3; PARP1; PIK3R2; PMAIP1; TNFRSF10B; TNFRSF1A; TP53; TUBA1A; TUBA1B; TUBA1C; TUBA3D; TUBA4A,0.042144587035942524
HLRCC,HLRCC,p<0.05 & logFC>0.5,HIF1_signaling,22,101,3259,22438,0.03142952976657926,ALDOA; EGFR; EGLN3; EIF4EBP1; ENO1; ENO2; GAPDH; HK1; HK2; HKDC1; IFNGR2; IL6R; LDHA; LTBR; PDK1; PFKP; PGK1; PIK3R2; SLC2A1; TFRC; TIMP1; VHL,0.08081879082834667
HLRCC,HLRCC,p<0.05 & logFC>0.5,VEGF_signaling,3,57,3259,22438,0.9926549722231349,HSPB1; PIK3R2; PPP3R1,0.9926549722231349
HLRCC,HLRCC,p<0.05 & logFC>0.5,Homologous_Recombination,20,40,3259,22438,1.1980976210544228e-07,ATM; BLM; BRCA1; BRCA2; BRIP1; EME1; MRE11; NBN; PALB2; POLD1; POLD4; RAD51; RAD51D; RAD54B; RAD54L; RPA1; RPA2; SEM1; TOPBP1; XRCC2,7.188585726326536e-07
HLRCC,HLRCC,p<0.05 & logFC>0.5,PI3K_AKT_signaling,55,310,3259,22438,0.06485343441289422,ATF2; BCL2L1; BDNF; BRCA1; CCND3; CCNE1; CCNE2; CDK2; CDK4; COL1A1; COL4A2; COL6A2; CREB5; DDIT4; EFNA2; EFNA3; EFNA5; EGFR; EIF4EBP1; FLT3; FN1; G6PC3; GNG3; GRB2; GSK3B; GYS2; HSP90B1; IFNAR2; IL2RA; IL2RB; IL6R; IL7; ITGA3; ITGB1; ITGB3; ITGB5; JAK1; LAMA3; LAMC1; LPAR2; MDM2; MET; MYB; MYC; OSMR; PDGFC; PIK3R2; PIK3R6; PPP2R2C; RPTOR; SPP1; TGFA; TP53; VWF; YWHAG,0.145920227429012
HLRCC,HLRCC,p<0.05 & logFC>0.5,p53_signaling,36,73,3259,22438,1.929869298958962e-12,APAF1; ATM; BAX; BBC3; BCL2L1; CASP3; CASP8; CCNB1; CCNB2; CCND3; CCNE1; CCNE2; CDK1; CDK2; CDK4; CDKN2A; CHEK1; CHEK2; COP1; DDB2; FAS; GTSE1; IGFBP3; MDM2; PERP; PMAIP1; PPM1D; PPP1R13L; RRM2; SESN1; SFN; SHISA5; TNFRSF10B; TP53; ZMAT3; ZNF385A,1.7368823690630658e-11
HLRCC,HLRCC,p<0.05 & logFC>0.5,Chemokine_signaling,21,172,3259,22438,0.8347587043491813,ADCY3; ADCY7; ARRB2; CXCL16; CXCR4; CXCR5; DOCK2; GNAI2; GNG3; GRB2; GRK6; GSK3B; LYN; PARD3; PIK3R2; PIK3R6; PLCB3; PLCB4; STAT1; VAV1; XCL2,0.9875923903910462
HLRCC,HLRCC,p<0.05 & logFC>0.5,Cytokine_receptor_interaction,32,219,3259,22438,0.5147800151735256,ACVR1; AMH; CD70; CSF2RA; CXCL16; CXCR4; CXCR5; EBI3; EDA2R; FAS; IFNAR2; IFNGR2; IL13RA1; IL1RAP; IL2RA; IL2RB; IL6R; IL7; IL9R; INHBB; INHBE; LTBR; OSMR; RELT; TGFB1; TNFRSF10B; TNFRSF10C; TNFRSF13C; TNFRSF1A; TNFSF14; TNFSF9; XCL2,0.7733246297895491
